stock_id,name,chip_trend_days,chip_concentration_threshold,chip_latest_date,chip_available_days,short_margin_ratio_pct,short_margin_ratio_pct_t0,short_margin_ratio_pct_t1,short_margin_ratio_pct_t2,short_margin_ratio_score,margin_cost_line,margin_cost_line_t0,margin_cost_line_t1,margin_cost_line_t2,margin_cost_status,margin_purchase_change,margin_purchase_change_t0,margin_purchase_change_t1,margin_purchase_change_t2,margin_purchase_change_score,short_sale_change,short_sale_change_t0,short_sale_change_t1,short_sale_change_t2,short_sale_change_score,chip_concentration_pct,chip_concentration_pct_t0,chip_concentration_pct_t1,chip_concentration_pct_t2,chip_date_t0,chip_date_t1,chip_date_t2,chip_concentration_score,main_force_net,main_force_net_t0,main_force_net_t1,main_force_net_t2,main_force_score,broker_diff,broker_diff_t0,broker_diff_t1,broker_diff_t2,broker_diff_score,foreign_investor_net,foreign_investor_net_t0,foreign_investor_net_t1,foreign_investor_net_t2,foreign_investor_net_score,investment_trust_net,investment_trust_net_t0,investment_trust_net_t1,investment_trust_net_t2,investment_trust_net_score,dealer_net,dealer_net_t0,dealer_net_t1,dealer_net_t2,dealer_net_score,institutional_total_net,institutional_total_net_t0,institutional_total_net_t1,institutional_total_net_t2,institutional_total_net_score,main_force_net_5d,total_volume_5d,main_force_buy_rate_5d_pct,chip_concentration_avg_5d,chip_concentration_change_5d,broker_diff_avg_5d,chip_signal_state,chip_signal_text,chips_updated_at,chips_status,chips_reason,finmind_token_status,finmind_token_source,finmind_token_masked,finmind_user_count,finmind_api_request_limit,finmind_remain,finmind_usage_checked_at
2303,聯電,3,15.0,2026-09-10,3,3.04,3.04,2.95,2.85,0.5,133.6,133.6,132.88,131.4,ok,1586,1586,15491,5625,0,231,231,640,-2052,0,-1.33,-1.33,2.67,-32.14,2026-09-10,2026-09-09,2026-09-08,-0.5,-2727,-2727,7222,-70442,-0.5,3,3,-2,11,0.5,-10293,-10293,14643,-63878,0,12518,12518,5044,4779,1,-978,-978,493,653,-1,1247,1247,20180,-58446,0,63793,1174283,5.43,3.71,-23.76,0.4,neutral,籌碼震盪，方向未定,2026-09-10 14:06:19,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:29
2308,台達電,3,15.0,2026-09-10,3,0.34,0.34,0.41,0.37,0,1781.13,1781.13,1794.09,1794.06,ok,639,639,100,137,0,-4,-4,4,-1,0,-46.45,-46.45,-2.02,-16.16,2026-09-10,2026-09-09,2026-09-08,-0.5,-9492,-9492,-162,-1023,-1,86,86,32,76,1,-8708,-8708,898,-739,0,-1663,-1663,-432,-515,0,-933,-933,-30,-27,-1,-11304,-11304,436,-1281,0,-8635,51538,-16.75,-7.29,-62.34,33.8,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:06:22,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:35
2313,華通,3,15.0,2026-09-10,3,2.86,2.86,2.94,3.09,-0.5,233.84,233.84,233.97,234.24,ok,-1287,-1287,296,666,-1,-68,-68,-46,-64,0,4.38,4.38,-21.01,-19.19,2026-09-10,2026-09-09,2026-09-08,-0.5,616,616,-4396,-7665,-0.5,42,42,51,35,1,2464,2464,349,-106,1,-76,-76,-4433,-7169,1,-136,-136,-54,-509,0,2252,2252,-4138,-7784,1,-23494,183664,-12.79,-11.48,-5.62,29.6,neutral,籌碼震盪，方向未定,2026-09-10 14:06:22,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:33
2317,鴻海,3,15.0,2026-09-10,3,1.28,1.28,0.86,0.9,0,254.31,254.31,254.35,254.37,ok,247,247,-77,958,0,230,230,-22,-5,0,-7.75,-7.75,9.43,-29.29,2026-09-10,2026-09-09,2026-09-08,-0.5,-3019,-3019,1863,-11693,-0.5,36,36,5,80,1,-3395,-3395,3133,-13290,0,1011,1011,-34,-25,0,-2191,-2191,-514,-1068,0,-4575,-4575,2585,-14383,0,11353,181952,6.24,3.28,-59.81,11.0,neutral,籌碼震盪，方向未定,2026-09-10 14:06:25,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:41
2324,仁寶,3,15.0,2026-09-10,3,1.93,1.93,2.05,1.97,0,40.15,40.15,40.18,40.2,ok,-485,-485,-654,249,0,-71,-71,29,-40,0,-17.62,-17.62,2.06,-35.47,2026-09-10,2026-09-09,2026-09-08,-0.5,-6123,-6123,692,-24884,-0.5,89,89,18,54,1,-7696,-7696,982,-28275,0,-121,-121,-45,-33,-1,-712,-712,-747,-762,1,-8529,-8529,190,-29070,0,-19298,405635,-4.76,-9.34,-61.84,34.6,neutral,籌碼震盪，方向未定,2026-09-10 14:06:28,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:41
2327,國巨*,3,15.0,2026-09-10,3,1.02,1.02,1.12,1.11,0,594.7,594.7,596.65,598.03,ok,2449,2449,426,-6210,1,-20,-20,12,-135,0,-1.28,-1.28,-9.5,-18.08,2026-09-10,2026-09-09,2026-09-08,-0.5,-488,-488,-2630,-7126,-1,6,6,16,20,1,-1948,-1948,-3386,-1169,0,-216,-216,-11,-901,0,515,515,-130,-74,0,-1649,-1649,-3527,-2144,0,20170,234126,8.62,4.01,-41.13,4.6,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:06:28,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:41
2330,台積電,3,15.0,2026-09-10,3,0.01,0.01,0.13,0.14,-0.5,2366.23,2366.23,2364.03,2361.51,ok,495,495,402,60,1,-34,-34,-3,-6,0,-15.96,-15.96,-10.47,23.63,2026-09-10,2026-09-09,2026-09-08,0,-3043,-3043,-1741,6722,-0.5,34,34,12,-8,0.5,-1944,-1944,-2559,5497,0,-448,-448,-204,1205,-1,-97,-97,42,-398,0,-2489,-2489,-2721,6304,0,18461,104905,17.6,12.4,-25.53,3.8,neutral,籌碼震盪，方向未定,2026-09-10 14:05:03,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:05:22
2337,旺宏,3,15.0,2026-09-10,3,2.52,2.52,2.47,2.45,0.5,132.43,132.43,132.58,132.68,ok,320,320,-266,-188,0,47,47,16,-17,1,-17.35,-17.35,5.67,10.47,2026-09-10,2026-09-09,2026-09-08,-0.5,-4377,-4377,1872,6165,0.5,53,53,-2,-1,-0.5,-4327,-4327,408,7862,-1,-1173,-1173,-29,-38,0,-70,-70,215,-280,0,-5570,-5570,594,7544,-1,12503,175731,7.11,5.5,-21.0,6.4,neutral,籌碼震盪，方向未定,2026-09-10 14:06:29,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:40
2344,華邦電,3,15.0,2026-09-10,3,3.42,3.42,3.61,4.92,-0.5,176.58,176.58,176.5,175.81,ok,-126,-126,7885,-7562,0,-234,-234,-1212,1519,0,-8.91,-8.91,-37.71,38.8,2026-09-10,2026-09-09,2026-09-08,0,-6054,-6054,-52946,86244,-0.5,10,10,7,-2,0.5,-5589,-5589,-57990,92597,0,-708,-708,-420,3924,-1,600,600,-2637,1172,0,-5697,-5697,-61047,97693,0,72901,650006,11.22,5.95,-9.93,2.6,neutral,籌碼震盪，方向未定,2026-09-10 14:06:33,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:48
2345,智邦,3,15.0,2026-09-10,3,0.79,0.79,0.89,0.55,0,2124.69,2124.69,2131.88,2135.6,ok,50,50,-121,389,0,-2,-2,8,0,0,-18.9,-18.9,18.75,-40.6,2026-09-10,2026-09-09,2026-09-08,-0.5,-505,-505,661,-2615,-0.5,383,383,-73,325,0.5,63,63,1647,-2124,0,-393,-393,-850,-799,0,7,7,33,28,0,-323,-323,830,-2895,0,-2579,16778,-15.37,-10.49,-14.42,177.4,neutral,籌碼震盪，方向未定,2026-09-10 14:06:35,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:48
2347,聯強,3,15.0,2026-09-10,3,1.17,1.17,1.14,1.16,0,88.91,88.91,88.91,88.92,ok,-28,-28,19,6,0,0,0,0,0,0,-0.14,-0.14,-25.8,-9.87,2026-09-10,2026-09-09,2026-09-08,-0.5,-4,-4,-527,-274,-1,80,80,285,165,1,701,701,-849,-1271,1,-342,-342,257,921,-1,38,38,-32,-34,1,397,397,-624,-384,0,-631,16217,-3.89,-6.8,-2.27,103.8,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:06:40,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:51
2353,宏碁,3,15.0,2026-09-10,3,3.34,3.34,3.44,5.53,-0.5,32.92,32.92,32.93,32.94,ok,-150,-150,-573,611,0,-41,-41,-812,-45,0,-7.97,-7.97,41.23,-53.09,2026-09-10,2026-09-09,2026-09-08,0,-544,-544,5962,-12312,-0.5,144,144,-134,212,0.5,-622,-622,7398,-14608,0,97,97,97,150,-0.5,-330,-330,-206,-676,0,-855,-855,7289,-15134,0,-4987,113592,-4.39,-5.17,-37.19,60.8,neutral,籌碼震盪，方向未定,2026-09-10 14:06:41,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:57
2356,英業達,3,15.0,2026-09-10,3,1.25,1.25,1.28,1.25,0,65.79,65.79,65.9,65.91,ok,-46,-46,-1355,1127,0,-7,-7,-9,-63,1,-40.73,-40.73,29.7,-41.81,2026-09-10,2026-09-09,2026-09-08,-0.5,-6500,-6500,4464,-15310,-0.5,254,254,-117,115,0.5,-7101,-7101,6651,-18178,0,-72,-72,-324,1014,0,-564,-564,116,-722,0,-7737,-7737,6443,-17886,0,-14743,119651,-12.32,-10.0,-83.95,53.8,neutral,籌碼震盪，方向未定,2026-09-10 14:06:41,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:54
2357,華碩,3,15.0,2026-09-10,3,2.28,2.28,2.04,1.84,0.5,941.39,941.39,941.18,940.44,ok,-69,-69,-39,115,-1,3,3,3,-5,0.5,12.21,12.21,16.02,-24.75,2026-09-10,2026-09-09,2026-09-08,0,303,303,297,-1230,0.5,-96,-96,-71,250,-0.5,677,677,610,-2377,1,142,142,-65,1237,0,-239,-239,-5,-92,0,580,580,540,-1232,1,236,19409,1.22,3.53,-27.2,13.0,neutral,籌碼震盪，方向未定,2026-09-10 14:06:41,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:06:50
2360,致茂,3,15.0,2026-09-10,3,1.08,1.08,2.01,1.84,0,2143.96,2143.96,2138.94,2094.57,ok,6,6,43,-145,0,-12,-12,3,-2,0,-15.14,-15.14,6.28,3.53,2026-09-10,2026-09-09,2026-09-08,-0.5,-381,-381,306,171,0.5,248,248,-84,-38,-0.5,-543,-543,-9,441,-1,-26,-26,715,565,0,-21,-21,15,-138,0,-590,-590,721,868,-1,620,15605,3.97,3.05,-6.92,-29.2,neutral,籌碼震盪，方向未定,2026-09-10 14:06:48,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:03
2368,金像電,3,15.0,2026-09-10,3,0.63,0.63,0.91,0.85,0,1091.08,1091.08,1093.44,1093.15,ok,109,109,44,77,0,-24,-24,6,-16,0,-24.24,-24.24,-0.89,-12.81,2026-09-10,2026-09-09,2026-09-08,-0.5,-1074,-1074,-52,-639,-1,199,199,5,142,1,-638,-638,-1101,-731,0,-144,-144,499,163,0,-194,-194,-9,-54,0,-976,-976,-611,-622,0,-3209,32912,-9.75,-11.02,-6.29,87.8,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:06:48,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:01
2376,技嘉,3,15.0,2026-09-10,3,5.48,5.48,6.05,6.61,-0.5,355.5,355.5,355.6,355.75,ok,-37,-37,-3,-148,0,-39,-39,-36,205,-1,1.7,1.7,-26.33,-8.46,2026-09-10,2026-09-09,2026-09-08,-0.5,89,89,-1236,-540,-0.5,82,82,217,239,1,-1594,-1594,-1955,-2746,1,411,411,-4,651,0,44,44,-56,-294,1,-1139,-1139,-2015,-2389,1,825,29083,2.84,0.98,-22.9,56.8,neutral,籌碼震盪，方向未定,2026-09-10 14:06:51,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:10
2377,微星,3,15.0,2026-09-10,3,0.42,0.42,0.44,0.35,0,150.39,150.39,150.49,150.45,ok,250,250,-1104,351,0,-1,-1,7,-9,0,-34.28,-34.28,29.7,-30.35,2026-09-10,2026-09-09,2026-09-08,-0.5,-5098,-5098,2964,-2768,-0.5,159,159,-170,165,0.5,-5707,-5707,4610,-2811,0,3,3,-893,223,0,-375,-375,150,-466,0,-6079,-6079,3867,-3054,0,1607,71590,2.24,-4.14,-82.08,32.4,neutral,籌碼震盪，方向未定,2026-09-10 14:06:51,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:13
2379,瑞昱,3,15.0,2026-09-10,3,0.04,0.04,0.26,0.11,0,715.89,715.89,716.35,716.58,ok,32,32,-89,118,0,-6,-6,4,3,0,-12.86,-12.86,12.52,-19.34,2026-09-10,2026-09-09,2026-09-08,-0.5,-364,-364,382,-935,-0.5,274,274,-25,298,0.5,527,527,1245,-405,0,-62,-62,-69,33,0,7,7,12,-360,0,472,472,1188,-732,0,-900,14902,-6.04,-3.17,-15.0,136.8,neutral,籌碼震盪，方向未定,2026-09-10 14:06:54,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:04
2382,廣達,3,15.0,2026-09-10,3,0.4,0.4,0.56,0.34,0,328.22,328.22,328.0,327.82,ok,337,337,-828,679,0,-23,-23,29,-34,0,-22.15,-22.15,36.0,-37.8,2026-09-10,2026-09-09,2026-09-08,-0.5,-2990,-2990,9450,-13150,-0.5,210,210,-127,168,0.5,-1508,-1508,13099,-13586,0,-1077,-1077,6,357,-1,-1046,-1046,493,-183,0,-3631,-3631,13598,-13412,0,14,108666,0.01,1.38,-60.22,42.4,neutral,籌碼震盪，方向未定,2026-09-10 14:06:57,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:07
2383,台光電,3,15.0,2026-09-10,3,0.05,0.05,0.05,0.1,-0.5,5397.48,5397.48,5397.84,5398.68,ok,13,13,12,10,1,0,0,-1,1,0,-5.76,-5.76,2.97,-12.54,2026-09-10,2026-09-09,2026-09-08,0,-75,-75,52,-185,-0.5,230,230,8,261,1,-48,-48,174,-177,0,-93,-93,-162,-12,0,-5,-5,-37,-61,1,-146,-146,-25,-250,0,-244,7738,-3.15,-4.13,1.42,155.8,neutral,籌碼震盪，方向未定,2026-09-10 14:07:02,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:19
2395,研華,3,15.0,2026-09-10,3,1.72,1.72,1.65,1.83,0,663.64,663.64,663.69,664.16,ok,-20,-20,12,-135,0,1,1,-3,-1,0,2.32,2.32,-5.83,-9.71,2026-09-10,2026-09-09,2026-09-08,0,35,35,-128,-393,-0.5,90,90,219,205,1,73,73,-29,49,0,17,17,-32,-621,1,-16,-16,-15,-75,0,74,74,-76,-647,1,-991,16347,-6.06,-7.81,-9.57,141.2,neutral,籌碼震盪，方向未定,2026-09-10 14:07:03,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:14
2402,毅嘉,3,15.0,2026-09-10,3,0.66,0.66,0.68,0.68,0,62.45,62.45,62.51,62.59,ok,4,4,69,95,-1,-3,-3,1,-23,0,-10.92,-10.92,2.99,-18.81,2026-09-10,2026-09-09,2026-09-08,-0.5,-87,-87,32,-299,-0.5,112,112,84,223,1,-2,-2,153,-412,0,0,0,0,0,0,-16,-16,-30,-123,1,-18,-18,123,-535,0,-657,6189,-10.62,-13.49,2.6,154.8,neutral,籌碼震盪，方向未定,2026-09-10 14:07:04,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:15
2404,漢唐,3,15.0,2026-09-10,3,0.04,0.04,0.12,0.08,0,1135.43,1135.43,1135.77,1136.5,ok,-23,-23,-54,53,0,-2,-2,1,0,0,5.78,5.78,7.74,-24.69,2026-09-10,2026-09-09,2026-09-08,-0.5,39,39,92,-161,0.5,237,237,20,297,1,93,93,135,-225,0,-10,-10,1,50,-1,-17,-17,21,-48,0,66,66,157,-223,0,145,5246,2.76,0.34,0.27,142.4,neutral,籌碼震盪，方向未定,2026-09-10 14:07:07,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:28
2408,南亞科,3,15.0,2026-09-10,3,3.21,3.21,3.4,3.64,-0.5,490.3,490.3,489.4,487.94,ok,868,868,257,-3264,1,-98,-98,-151,284,0,-7.45,-7.45,-14.16,40.08,2026-09-10,2026-09-09,2026-09-08,0.5,-2844,-2844,-5313,30552,-0.5,4,4,3,0,0.5,-2510,-2510,-4399,34280,0,-323,-323,-239,141,-1,115,115,-353,564,0,-2718,-2718,-4991,34985,0,37532,284109,13.21,7.98,-7.31,0.6,neutral,籌碼震盪，方向未定,2026-09-10 14:07:10,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:37
2409,友達,3,15.0,2026-09-10,3,3.7,3.7,3.15,6.17,0,28.15,28.15,27.87,27.37,ok,2749,2749,12117,-20112,0,1416,1416,-6501,988,0,4.5,4.5,11.08,8.38,2026-09-10,2026-09-09,2026-09-08,0,22343,22343,65388,52278,1,-1,-1,1,-1,-0.5,18535,18535,65133,85223,-1,-40,-40,-8,-28,0,5147,5147,-1656,4815,0,23642,23642,63469,90010,-1,301689,2392317,12.61,8.24,18.92,0.2,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:07:13,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:31
2412,中華電,3,15.0,2026-09-10,3,1.15,1.15,0.99,1.05,0,138.14,138.14,138.14,138.14,ok,-66,-66,-153,167,0,3,3,-3,-52,1,19.54,19.54,27.93,29.39,2026-09-10,2026-09-09,2026-09-08,1,1392,1392,2736,3288,1,-149,-149,-229,-258,-1,3915,3915,4571,5817,-1,99,99,898,-605,0,-79,-79,-86,-92,1,3935,3935,5383,5120,0,9076,44445,20.42,17.6,17.81,-120.4,bullish_concentrated,主力連3買、買賣家數差連3負，籌碼偏集中,2026-09-10 14:07:14,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:29
2449,京元電子,3,15.0,2026-09-10,3,0.77,0.77,0.76,0.71,0.5,264.62,264.62,264.51,264.35,ok,-367,-367,-132,-293,0,1,1,11,11,-0.5,17.22,17.22,0.4,-22.34,2026-09-10,2026-09-09,2026-09-08,0,2245,2245,50,-3594,0.5,-14,-14,20,65,0.5,1575,1575,-315,-4912,1,-230,-230,-42,-154,0,-31,-31,59,-246,0,1314,1314,-298,-5312,1,2483,84045,2.95,-0.13,43.07,18.8,neutral,籌碼震盪，方向未定,2026-09-10 14:07:15,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:35
2451,創見,3,15.0,2026-09-10,3,4.75,4.75,4.36,4.16,0.5,292.54,292.54,292.65,292.71,ok,-46,-46,-233,-63,0,21,21,2,5,0,-19.9,-19.9,0.56,-3.98,2026-09-10,2026-09-09,2026-09-08,-0.5,-417,-417,9,-115,-0.5,291,291,64,124,1,-600,-600,323,431,-1,0,0,-2,-1,0,-29,-29,25,-6,0,-629,-629,346,424,-1,-1211,14080,-8.6,-7.3,6.79,139.6,neutral,籌碼震盪，方向未定,2026-09-10 14:07:19,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:30
2454,聯發科,3,15.0,2026-09-10,3,0.63,0.63,0.56,0.7,0,4170.96,4170.96,4149.41,4128.8,ok,-13,-13,127,-224,0,7,7,-13,-2,0,11.81,11.81,-10.27,-1.69,2026-09-10,2026-09-09,2026-09-08,0,787,787,-552,-110,-0.5,-4,-4,12,6,0.5,1717,1717,-758,271,0,55,55,177,188,-1,8,8,-28,-224,1,1780,1780,-609,235,0,5137,44740,11.48,6.27,5.78,-2.2,neutral,籌碼震盪，方向未定,2026-09-10 14:07:28,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:43
2455,全新,3,15.0,2026-09-10,3,7.01,7.01,7.47,8.82,-0.5,473.47,473.47,473.28,473.09,ok,-132,-132,-256,-352,1,-46,-46,-132,5,0,15.98,15.98,29.45,20.27,2026-09-10,2026-09-09,2026-09-08,1,250,250,736,942,1,-106,-106,-168,-239,-1,134,134,1148,1807,-1,-28,-28,50,-777,0,59,59,-158,550,0,165,165,1040,1580,-1,2197,36312,6.05,12.27,16.39,-90.2,bullish_concentrated,主力連3買、買賣家數差連3負，籌碼偏集中,2026-09-10 14:07:29,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:56
2467,志聖,3,15.0,2026-09-10,3,2.34,2.34,2.18,2.54,0,580.56,580.56,580.62,580.59,ok,-33,-33,47,-8,0,2,2,-5,0,0,-6.55,-6.55,-35.93,8.48,2026-09-10,2026-09-09,2026-09-08,-0.5,-40,-40,-743,101,-0.5,156,156,311,-80,0.5,-17,-17,-869,115,0,0,0,0,0,0,-6,-6,-21,-7,0,-23,-23,-890,108,0,-523,6184,-8.46,-3.79,-2.53,60.0,neutral,籌碼震盪，方向未定,2026-09-10 14:07:30,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:54
2481,強茂,3,15.0,2026-09-10,3,7.77,7.77,5.83,4.94,0.5,153.43,153.43,153.32,153.42,ok,39,39,244,-142,0,327,327,161,94,1,7.77,7.77,-14.56,-28.24,2026-09-10,2026-09-09,2026-09-08,-0.5,3340,3340,-3387,-7585,-0.5,-11,-11,17,57,0.5,5094,5094,-2696,-8248,1,370,370,0,340,0,-189,-189,-73,-655,0,5275,5275,-2769,-8563,1,-24392,225738,-10.81,-11.81,25.47,14.2,neutral,籌碼震盪，方向未定,2026-09-10 14:07:31,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:50
2486,一詮,3,15.0,2026-09-10,3,1.28,1.28,1.67,2.04,-0.5,250.51,250.51,250.59,250.61,ok,-810,-810,151,-124,0,-104,-104,-85,-40,-1,-21.25,-21.25,0.78,-12.24,2026-09-10,2026-09-09,2026-09-08,-0.5,-847,-847,33,-785,-0.5,196,196,43,108,1,261,261,15,-1001,1,-400,-400,-150,45,-1,-4,-4,-5,-39,1,-143,-143,-140,-995,0,-3828,33835,-11.31,-12.01,-8.04,96.4,neutral,籌碼震盪，方向未定,2026-09-10 14:07:35,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:46
2603,長榮,3,15.0,2026-09-10,3,2.92,2.92,2.84,2.92,0,219.89,219.89,219.7,219.55,ok,-94,-94,-905,-193,0,6,6,-35,-49,1,-12.22,-12.22,18.12,-19.29,2026-09-10,2026-09-09,2026-09-08,0,-820,-820,1567,-1220,-0.5,186,186,-95,244,0.5,-2160,-2160,2413,-809,0,1326,1326,248,18,1,-183,-183,302,-397,0,-1017,-1017,2963,-1188,0,-6828,44921,-15.2,-8.72,22.43,105.0,neutral,籌碼震盪，方向未定,2026-09-10 14:07:37,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:48
2609,陽明,3,15.0,2026-09-10,3,5.97,5.97,5.95,5.76,0.5,58.52,58.52,58.55,58.55,ok,310,310,-255,-796,1,26,26,49,-86,0,1.97,1.97,23.17,-19.9,2026-09-10,2026-09-09,2026-09-08,0,852,852,7330,-3093,0.5,-9,-9,-84,120,-0.5,28,28,7543,-1662,0,249,249,-5,245,0,-890,-890,-131,-987,0,-613,-613,7407,-2404,0,6129,135498,4.52,2.35,-2.25,0.8,neutral,籌碼震盪，方向未定,2026-09-10 14:07:43,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:53
2610,華航,3,15.0,2026-09-10,3,0.67,0.67,0.68,0.4,0,21.19,21.19,21.2,21.2,ok,-40,-40,-1025,-906,0,-6,-6,109,23,0,-25.31,-25.31,-8.93,43.66,2026-09-10,2026-09-09,2026-09-08,0,-3593,-3593,-787,6613,-0.5,299,299,113,-265,0.5,-4802,-4802,-1155,8979,-1,154,154,-114,171,0,-174,-174,102,-181,0,-4822,-4822,-1167,8969,-1,2058,65383,3.15,-1.28,-11.78,76.6,neutral,籌碼震盪，方向未定,2026-09-10 14:07:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:07:56
2615,萬海,3,15.0,2026-09-10,3,10.88,10.88,9.39,8.57,0.5,113.51,113.51,114.11,113.91,ok,934,934,85,-283,1,304,304,118,-199,1,-26.36,-26.36,3.96,-19.76,2026-09-10,2026-09-09,2026-09-08,-0.5,-9480,-9480,1007,-2246,-0.5,89,89,-12,156,0.5,-9470,-9470,1780,-2314,0,-166,-166,-8,-9,0,-1320,-1320,-208,-368,0,-10956,-10956,1564,-2691,0,-12464,101623,-12.26,-9.37,-22.35,55.8,neutral,籌碼震盪，方向未定,2026-09-10 14:07:48,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:01
2618,長榮航,3,15.0,2026-09-10,3,4.31,4.31,4.46,4.38,0,41.66,41.66,41.66,41.65,ok,97,97,-53,-140,1,-29,-29,15,16,-1,-15.72,-15.72,12.9,28.6,2026-09-10,2026-09-09,2026-09-08,0,-1885,-1885,1492,2933,0.5,266,266,-151,-264,-0.5,-3458,-3458,3359,4138,-1,26,26,-228,121,0,-94,-94,5,-265,0,-3526,-3526,3136,3994,-1,30,56796,0.05,-0.48,-1.16,41.4,neutral,籌碼震盪，方向未定,2026-09-10 14:07:50,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:11
2801,彰銀,3,15.0,2026-09-10,3,1.74,1.74,1.58,1.56,0.5,25.12,25.12,25.05,25.02,ok,227,227,-961,1348,0,19,19,-13,28,0,-4.9,-4.9,-24.77,17.43,2026-09-10,2026-09-09,2026-09-08,0,-1323,-1323,-7187,6056,-0.5,225,225,220,-100,0.5,-10643,-10643,-12910,-1163,0,5927,5927,599,8441,0,-72,-72,106,-154,0,-4788,-4788,-12205,7124,0,-11307,140685,-8.04,-7.92,2.75,131.0,neutral,籌碼震盪，方向未定,2026-09-10 14:07:53,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:10
