stock_id,name,chip_trend_days,chip_concentration_threshold,chip_latest_date,chip_available_days,short_margin_ratio_pct,short_margin_ratio_pct_t0,short_margin_ratio_pct_t1,short_margin_ratio_pct_t2,short_margin_ratio_score,margin_cost_line,margin_cost_line_t0,margin_cost_line_t1,margin_cost_line_t2,margin_cost_status,margin_purchase_change,margin_purchase_change_t0,margin_purchase_change_t1,margin_purchase_change_t2,margin_purchase_change_score,short_sale_change,short_sale_change_t0,short_sale_change_t1,short_sale_change_t2,short_sale_change_score,chip_concentration_pct,chip_concentration_pct_t0,chip_concentration_pct_t1,chip_concentration_pct_t2,chip_date_t0,chip_date_t1,chip_date_t2,chip_concentration_score,main_force_net,main_force_net_t0,main_force_net_t1,main_force_net_t2,main_force_score,broker_diff,broker_diff_t0,broker_diff_t1,broker_diff_t2,broker_diff_score,foreign_investor_net,foreign_investor_net_t0,foreign_investor_net_t1,foreign_investor_net_t2,foreign_investor_net_score,investment_trust_net,investment_trust_net_t0,investment_trust_net_t1,investment_trust_net_t2,investment_trust_net_score,dealer_net,dealer_net_t0,dealer_net_t1,dealer_net_t2,dealer_net_score,institutional_total_net,institutional_total_net_t0,institutional_total_net_t1,institutional_total_net_t2,institutional_total_net_score,main_force_net_5d,total_volume_5d,main_force_buy_rate_5d_pct,chip_concentration_avg_5d,chip_concentration_change_5d,broker_diff_avg_5d,chip_signal_state,chip_signal_text,chips_updated_at,chips_status,chips_reason,finmind_token_status,finmind_token_source,finmind_token_masked,finmind_user_count,finmind_api_request_limit,finmind_remain,finmind_usage_checked_at
2812,台中銀,3,15.0,2026-09-10,3,0.05,0.05,0.09,0.7,-0.5,19.0,19.0,19.0,18.99,ok,1,1,243,55,0,-2,-2,-25,0,0,13.85,13.85,-34.0,22.32,2026-09-10,2026-09-09,2026-09-08,0,2413,2413,-9858,2369,0.5,107,107,250,-13,0.5,8708,8708,-11758,4219,0,-262,-262,-24,-20,-1,-175,-175,89,-42,0,8271,8271,-11693,4157,0,-5052,80922,-6.24,-6.26,31.82,181.2,neutral,籌碼震盪，方向未定,2026-09-10 14:07:54,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:09
2834,臺企銀,3,15.0,2026-09-10,3,0.32,0.32,0.31,0.26,0.5,16.58,16.58,16.58,16.58,ok,-838,-838,-555,-270,-1,-2,-2,12,31,-1,3.63,3.63,21.31,33.2,2026-09-10,2026-09-09,2026-09-08,0.5,2221,2221,12665,21537,1,58,58,-99,-130,-0.5,6721,6721,13334,26848,-1,-4,-4,-43,-44,1,-542,-542,-2,-37,0,6175,6175,13289,26767,-1,32516,293589,11.08,9.97,20.67,-1.6,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:07:56,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:05
2880,華南金,3,15.0,2026-09-10,3,12.07,12.07,15.55,17.12,-0.5,41.76,41.76,40.61,40.28,ok,219,219,17,-60,1,0,0,-9,7,0,13.97,13.97,-4.01,36.16,2026-09-10,2026-09-09,2026-09-08,0.5,1824,1824,-366,4792,0.5,-122,-122,163,-303,-0.5,3886,3886,35,5179,0,88,88,-160,-245,1,-276,-276,-105,-226,0,3698,3698,-230,4708,0,13589,61209,22.2,17.65,-9.99,-137.0,neutral,籌碼震盪，方向未定,2026-09-10 14:07:56,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:06
2881,富邦金,3,15.0,2026-09-10,3,5.94,5.94,5.54,6.19,0,141.45,141.45,141.41,141.14,ok,-318,-318,235,-325,0,6,6,-26,5,0,11.47,11.47,-6.28,1.56,2026-09-10,2026-09-09,2026-09-08,0,1405,1405,-1039,188,0.5,-94,-94,193,67,0.5,2418,2418,-1856,517,0,84,84,-4,-213,1,-350,-350,-143,-538,0,2152,2152,-2003,-234,0,4421,81462,5.43,4.94,-7.58,17.6,neutral,籌碼震盪，方向未定,2026-09-10 14:08:01,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:12
2882,國泰金,3,15.0,2026-09-10,3,28.08,28.08,28.56,29.28,-0.5,105.82,105.82,105.76,105.44,ok,23,23,-6,-559,1,-19,-19,-40,9,0,1.91,1.91,-16.79,-3.99,2026-09-10,2026-09-09,2026-09-08,-0.5,262,262,-3954,-792,-0.5,79,79,242,114,1,956,956,-3185,-1112,0,-8,-8,-21,470,0,-52,-52,-324,66,0,896,896,-3530,-576,0,-2281,99748,-2.29,-1.17,-5.99,49.8,neutral,籌碼震盪，方向未定,2026-09-10 14:08:05,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:12
2883,凱基金,3,15.0,2026-09-10,3,2.71,2.71,2.34,2.93,0,33.9,33.9,33.83,33.44,ok,-554,-554,854,155,0,25,25,-38,15,0,28.34,28.34,-19.46,11.4,2026-09-10,2026-09-09,2026-09-08,0,11236,11236,-10165,3932,0.5,-148,-148,82,-63,-0.5,13779,13779,-21917,2820,0,602,602,8068,-1782,0,-236,-236,-245,23,0,14145,14145,-14094,1061,0,17663,220494,8.01,9.83,3.45,-57.8,neutral,籌碼震盪，方向未定,2026-09-10 14:08:07,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:15
2884,玉山金,3,15.0,2026-09-10,3,3.3,3.3,2.9,5.18,0,41.62,41.62,41.51,41.11,ok,-151,-151,495,1170,-1,23,23,-133,83,0,14.15,14.15,-21.95,22.03,2026-09-10,2026-09-09,2026-09-08,0,8049,8049,-13830,14739,0.5,-71,-71,115,-105,-0.5,1375,1375,-20077,4935,0,7183,7183,3132,11346,0,-166,-166,-230,537,0,8392,8392,-17175,16818,0,13735,301616,4.55,6.86,0.33,-22.8,neutral,籌碼震盪，方向未定,2026-09-10 14:08:09,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:25
2885,元大金,3,15.0,2026-09-10,3,0.48,0.48,0.53,0.53,0,66.66,66.66,66.63,66.51,ok,-7,-7,-9,-147,1,-1,-1,0,0,-0.5,10.6,10.6,-1.18,25.11,2026-09-10,2026-09-09,2026-09-08,0.5,1406,1406,-247,3894,0.5,-32,-32,122,-204,-0.5,1267,1267,82,4781,0,325,325,-97,-297,1,-197,-197,-53,-113,0,1395,1395,-68,4371,0,19428,90495,21.47,18.25,-26.96,-97.6,neutral,籌碼震盪，方向未定,2026-09-10 14:08:10,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:23
2886,兆豐金,3,15.0,2026-09-10,3,2.35,2.35,2.55,2.6,-0.5,48.58,48.58,48.53,48.5,ok,42,42,-8,-139,1,-2,-2,-1,3,-1,-2.86,-2.86,-2.41,15.28,2026-09-10,2026-09-09,2026-09-08,0.5,-598,-598,-359,3732,-0.5,200,200,128,-184,0.5,6735,6735,-813,13422,0,151,151,-216,-624,1,3,3,259,-203,0,6889,6889,-770,12595,0,4167,112482,3.7,2.72,7.3,60.0,neutral,籌碼震盪，方向未定,2026-09-10 14:08:11,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:21
2887,台新新光金,3,15.0,2026-09-10,3,0.88,0.88,0.88,1.12,0,32.88,32.88,32.74,32.53,ok,-67,-67,454,214,0,0,0,-98,90,0,-8.88,-8.88,-15.16,27.83,2026-09-10,2026-09-09,2026-09-08,0,-3421,-3421,-10465,17949,-0.5,116,116,101,-100,0.5,-15044,-15044,-32416,3170,0,11650,11650,20379,15114,0,17,17,-70,-11,0,-3377,-3377,-12107,18273,0,-4357,277427,-1.57,0.21,-13.79,34.8,neutral,籌碼震盪，方向未定,2026-09-10 14:08:12,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:31
2890,永豐金,3,15.0,2026-09-10,3,4.33,4.33,4.3,5.37,0,40.18,40.18,40.12,39.63,ok,-10,-10,215,-74,0,0,0,-7,3,0,-4.57,-4.57,-4.6,18.26,2026-09-10,2026-09-09,2026-09-08,0.5,-986,-986,-1197,5481,-0.5,186,186,136,-232,0.5,-3633,-3633,-612,8553,-1,1450,1450,92,-1631,1,-166,-166,-74,-60,-1,-2349,-2349,-594,6862,-1,3707,115940,3.2,1.97,-9.97,38.0,neutral,籌碼震盪，方向未定,2026-09-10 14:08:12,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:24
2891,中信金,3,15.0,2026-09-10,3,1.03,1.03,0.94,2.58,0,66.02,66.02,66.0,65.89,ok,-139,-139,296,-189,0,2,2,-52,15,0,5.01,5.01,-28.48,13.36,2026-09-10,2026-09-09,2026-09-08,-0.5,971,971,-8324,3711,0.5,91,91,318,-133,0.5,-993,-993,-11360,856,0,2498,2498,1348,5209,0,-121,-121,10,-147,0,1384,1384,-10002,5918,0,-2162,135007,-1.6,-1.07,-12.29,73.8,neutral,籌碼震盪，方向未定,2026-09-10 14:08:15,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:46
2892,第一金,3,15.0,2026-09-10,3,1.14,1.14,1.02,0.91,0.5,36.93,36.93,36.92,36.92,ok,-3,-3,-99,80,0,11,11,10,14,0,9.83,9.83,0.91,17.46,2026-09-10,2026-09-09,2026-09-08,0.5,2857,2857,279,4812,1,-98,-98,63,-253,-0.5,10642,10642,4066,16065,0,5934,5934,1612,-1250,1,88,88,32,-68,1,16664,16664,5710,14747,0,18618,156839,11.87,11.33,-11.8,-101.0,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:08:22,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:33
2912,統一超,3,15.0,2026-09-10,3,0.0,0.0,0.0,0.0,0,220.44,220.44,220.44,220.44,ok,-110,-110,-3,-32,0,0,0,0,0,0,13.99,13.99,1.47,9.7,2026-09-10,2026-09-09,2026-09-08,0,183,183,18,189,1,24,24,120,31,1,209,209,162,233,0,0,0,-17,3,0,-21,-21,-5,-6,0,188,188,140,230,0,-245,6634,-3.69,-9.27,42.56,180.4,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:08:23,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:46
3008,大立光,3,15.0,2026-09-10,3,1.47,1.47,1.51,1.49,0,6275.77,6275.77,6261.4,6223.25,ok,-99,-99,-51,305,-1,-3,-3,0,-11,0,0.23,0.23,-5.12,-1.22,2026-09-10,2026-09-09,2026-09-08,0,4,4,-72,-24,-0.5,104,104,-15,36,0.5,20,20,-56,84,0,125,125,32,-534,1,30,30,67,188,-1,175,175,43,-262,1,-638,9243,-6.9,-7.23,4.41,51.6,neutral,籌碼震盪，方向未定,2026-09-10 14:08:24,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:59
3013,晟銘電,3,15.0,2026-09-10,3,0.25,0.25,0.24,0.41,0,106.62,106.62,106.9,107.02,ok,56,56,-22,13,0,1,1,-15,3,0,15.51,15.51,18.44,-29.74,2026-09-10,2026-09-09,2026-09-08,0.5,174,174,173,-281,0.5,-60,-60,-55,230,-0.5,100,100,323,-317,0,0,0,0,0,0,-21,-21,9,-142,0,79,79,332,-459,0,-119,4694,-2.54,-4.45,1.31,63.8,neutral,籌碼震盪，方向未定,2026-09-10 14:08:25,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:44
3017,奇鋐,3,15.0,2026-09-10,3,1.38,1.38,1.28,1.51,0,3119.25,3119.25,3113.64,3105.42,ok,-78,-78,-11,-146,0,3,3,-9,-10,1,8.74,8.74,0.47,-6.36,2026-09-10,2026-09-09,2026-09-08,0,225,225,11,-213,0.5,-79,-79,10,135,0.5,279,279,55,442,0,9,9,6,-578,1,-28,-28,-30,-32,1,260,260,31,-168,1,344,16101,2.14,0.62,-11.61,20.4,neutral,籌碼震盪，方向未定,2026-09-10 14:08:31,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:45
3034,聯詠,3,15.0,2026-09-10,3,3.81,3.81,3.75,3.63,0.5,526.56,526.56,526.42,526.04,ok,-8,-8,-27,-6,0,1,1,2,0,0,10.66,10.66,21.08,-4.94,2026-09-10,2026-09-09,2026-09-08,0.5,269,269,788,-101,0.5,-79,-79,-245,188,-0.5,908,908,1490,-298,0,-7,-7,-25,159,0,-9,-9,22,-52,0,892,892,1487,-191,0,1156,12653,9.14,5.16,28.1,6.8,neutral,籌碼震盪，方向未定,2026-09-10 14:08:33,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:47
3035,智原,3,15.0,2026-09-10,3,2.93,2.93,2.94,2.77,0,188.33,188.33,188.46,188.56,ok,20,20,-612,-297,0,0,0,-1,-5,1,13.14,13.14,7.33,-19.94,2026-09-10,2026-09-09,2026-09-08,-0.5,278,278,142,-566,0.5,-38,-38,26,239,0.5,233,233,663,-70,0,0,0,0,40,-0.5,35,35,78,-348,0,268,268,741,-378,0,-312,9926,-3.14,-1.74,18.98,74.2,neutral,籌碼震盪，方向未定,2026-09-10 14:08:45,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:54
3036,文曄,3,15.0,2026-09-10,3,0.29,0.29,0.28,0.25,0.5,209.35,209.35,209.82,209.91,ok,245,245,-19,55,0,2,2,4,-1,0,-19.38,-19.38,-0.22,-34.59,2026-09-10,2026-09-09,2026-09-08,-0.5,-1261,-1261,-8,-1952,-1,136,136,100,328,1,-1615,-1615,48,-2084,0,172,172,-53,-6,0,90,90,45,-303,1,-1353,-1353,40,-2393,0,-6099,28806,-21.17,-18.73,3.59,191.4,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:08:45,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:13
3037,欣興,3,15.0,2026-09-10,3,1.4,1.4,1.59,1.23,0,965.65,965.65,965.18,964.49,ok,41,41,-450,-290,0,-63,-63,117,0,0,-2.21,-2.21,18.8,0.67,2026-09-10,2026-09-09,2026-09-08,0.5,-419,-419,4010,119,0.5,12,12,-13,10,0.5,-806,-806,3791,1803,0,182,182,871,-194,0,-155,-155,-123,-882,0,-779,-779,4539,727,0,3650,120657,3.03,4.43,3.84,1.4,neutral,籌碼震盪，方向未定,2026-09-10 14:08:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:59
3044,健鼎,3,15.0,2026-09-10,3,0.78,0.78,0.94,0.81,0,469.54,469.54,468.6,467.11,ok,10,10,-80,21,0,-9,-9,7,-8,0,-22.6,-22.6,28.2,-18.87,2026-09-10,2026-09-09,2026-09-08,-0.5,-647,-647,1257,-243,-0.5,237,237,-146,242,0.5,-779,-779,1053,-384,0,5,5,-15,26,0,-136,-136,64,-56,0,-910,-910,1102,-414,0,117,11973,0.98,-3.28,-10.17,94.2,neutral,籌碼震盪，方向未定,2026-09-10 14:08:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:08
3045,台灣大,3,15.0,2026-09-10,3,141.03,141.03,173.47,109.68,0,116.91,116.91,115.54,115.54,ok,19,19,-57,-142,1,-5,-5,0,68,-1,9.15,9.15,13.75,13.71,2026-09-10,2026-09-09,2026-09-08,0,377,377,1118,611,1,-136,-136,-239,-140,-1,1516,1516,3245,2986,0,15,15,906,-14,0,-137,-137,-178,-24,0,1394,1394,3973,2948,0,3246,26229,12.38,10.19,-3.06,-128.4,neutral,籌碼震盪，方向未定,2026-09-10 14:08:47,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:08:54
3081,聯亞,3,15.0,2026-09-10,3,3.72,3.72,3.97,4.14,-0.5,2797.97,2797.97,2796.93,2793.08,ok,49,49,102,-336,0,-12,-12,-5,-35,0,-2.88,-2.88,-11.03,2.03,2026-09-10,2026-09-09,2026-09-08,0,-89,-89,-569,83,-0.5,71,71,41,85,1,-182,-182,-475,819,0,-168,-168,-324,-263,0,22,22,-3,-90,1,-328,-328,-802,466,0,-451,21556,-2.09,-2.81,-5.27,62.6,neutral,籌碼震盪，方向未定,2026-09-10 14:08:54,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:16
3105,穩懋,3,15.0,2026-09-10,3,1.98,1.98,1.98,1.85,0.5,430.69,430.69,430.17,429.11,ok,132,132,-1076,-34,0,3,3,45,-23,0,-3.33,-3.33,14.29,-1.34,2026-09-10,2026-09-09,2026-09-08,0,-506,-506,5201,-232,-0.5,7,7,-10,34,0.5,-2341,-2341,3436,-2825,0,1846,1846,2353,3128,-1,-145,-145,-248,-224,0,-640,-640,5541,79,0,2159,112811,1.91,-0.43,8.81,9.6,neutral,籌碼震盪，方向未定,2026-09-10 14:08:55,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:06
3131,弘塑,3,15.0,2026-09-10,3,18.7,18.7,19.26,18.77,0,2518.19,2518.19,2523.91,2520.27,ok,16,16,-20,10,0,1,1,-2,8,0,-15.84,-15.84,-5.95,7.18,2026-09-10,2026-09-09,2026-09-08,-0.5,-67,-67,-54,66,-0.5,290,290,155,-2,0.5,-52,-52,-39,-24,-1,-27,-27,-52,97,0,-5,-5,-1,12,-1,-84,-84,-92,85,0,86,3231,2.66,-1.48,2.96,119.0,neutral,籌碼震盪，方向未定,2026-09-10 14:08:59,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:13
3163,波若威,3,15.0,2026-09-10,3,1.09,1.09,1.17,1.38,-0.5,723.12,723.12,723.4,723.37,ok,-37,-37,101,106,-1,-7,-7,-14,-11,0,-5.07,-5.07,-4.55,-8.82,2026-09-10,2026-09-09,2026-09-08,0,-76,-76,-187,-209,-1,150,150,53,96,1,-84,-84,-243,-281,1,0,0,-1,0,0,-1,-1,-13,-30,1,-85,-85,-257,-311,1,-647,13882,-4.66,-0.03,-36.27,39.8,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:08:59,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:12
3167,大量,3,15.0,2026-09-10,3,2.05,2.05,3.2,4.11,-0.5,798.47,798.47,795.1,783.87,ok,-248,-248,257,-472,0,-97,-97,-62,184,-1,-8.62,-8.62,-9.56,16.85,2026-09-10,2026-09-09,2026-09-08,0.5,-394,-394,-708,2703,-0.5,107,107,35,-30,0.5,-378,-378,-262,4047,-1,-47,-47,-194,500,0,44,44,-30,-171,1,-381,-381,-486,4376,0,3202,34681,9.23,13.23,-23.21,-112.2,neutral,籌碼震盪，方向未定,2026-09-10 14:09:06,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:19
3189,景碩,3,15.0,2026-09-10,3,1.41,1.41,1.22,1.24,0,819.25,819.25,819.06,819.26,ok,-359,-359,-164,-20,-1,37,37,-7,-13,1,19.24,19.24,6.59,-12.38,2026-09-10,2026-09-09,2026-09-08,0.5,2633,2633,1003,-1371,0.5,-23,-23,-5,77,-0.5,1849,1849,2237,-1386,0,344,344,106,-537,1,9,9,-23,-281,1,2202,2202,2320,-2204,0,1710,76775,2.23,1.2,10.53,14.8,neutral,籌碼震盪，方向未定,2026-09-10 14:09:08,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:20
3211,順達,3,15.0,2026-09-10,3,2.01,2.01,2.08,1.53,0,379.2,379.2,379.31,379.94,ok,-77,-77,-636,-269,0,-7,-7,35,-8,0,11.33,11.33,-27.11,-15.37,2026-09-10,2026-09-09,2026-09-08,-0.5,445,445,-1361,-372,-0.5,-3,-3,187,193,0.5,-100,-100,514,-175,0,-52,-52,-1154,1,0,103,103,-11,-39,1,-49,-49,-651,-213,0,-2217,18076,-12.26,-12.55,18.44,110.4,neutral,籌碼震盪，方向未定,2026-09-10 14:09:12,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:24
3231,緯創,3,15.0,2026-09-10,3,0.86,0.86,0.92,0.86,0,185.11,185.11,185.12,184.73,ok,759,759,323,5035,0,-30,-30,38,-577,0,-29.7,-29.7,11.12,-26.52,2026-09-10,2026-09-09,2026-09-08,-0.5,-26297,-26297,7433,-32678,-0.5,41,41,-23,18,0.5,-33754,-33754,6388,-46059,0,777,777,-1866,2068,0,-456,-456,369,647,-1,-33433,-33433,4891,-43344,0,-38003,427214,-8.9,-5.17,-54.57,5.6,neutral,籌碼震盪，方向未定,2026-09-10 14:09:13,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:27
3234,光環,3,15.0,2026-09-10,3,,,,,0,,,,,empty,0,0,0,0,0,0,0,0,0,0,-6.64,-6.64,9.97,-7.99,2026-09-10,2026-09-09,2026-09-08,0,-228,-228,345,-253,-0.5,77,77,-7,83,0.5,-181,-181,743,-659,0,0,0,0,0,0,-1,-1,0,8,-1,-182,-182,743,-651,0,-1330,19932,-6.67,-7.86,1.87,67.4,neutral,籌碼震盪，方向未定,2026-09-10 14:09:13,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:50
3264,欣銓,3,15.0,2026-09-10,3,2.76,2.76,2.48,2.33,0.5,226.88,226.88,223.4,222.46,ok,-64,-64,-68,512,0,14,14,7,-3,1,12.75,12.75,20.76,-19.27,2026-09-10,2026-09-09,2026-09-08,0,3208,3208,1521,-1242,0.5,-30,-30,-131,122,-0.5,1682,1682,1911,-1576,0,1165,1165,-182,10,0,348,348,337,-53,1,3195,3195,2066,-1619,1,2597,45228,5.74,-3.2,27.06,27.8,neutral,籌碼震盪，方向未定,2026-09-10 14:09:16,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:25
3265,台星科,3,15.0,2026-09-10,3,1.26,1.26,1.29,1.29,0,175.41,175.41,175.57,175.66,ok,10,10,-3,28,0,-1,-1,0,0,-0.5,18.26,18.26,-13.0,-35.87,2026-09-10,2026-09-09,2026-09-08,0,272,272,-49,-675,-0.5,-101,-101,64,279,0.5,214,214,-56,-798,1,-24,-24,0,-13,0,41,41,-14,-36,1,231,231,-70,-847,1,-417,5316,-7.84,-6.18,21.09,62.6,neutral,籌碼震盪，方向未定,2026-09-10 14:09:19,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:34
3289,宜特,3,15.0,2026-09-10,3,0.24,0.24,0.24,0.24,0,164.0,164.0,164.06,164.11,ok,4,4,-1,38,0,0,0,0,0,0,-16.67,-16.67,14.1,-12.39,2026-09-10,2026-09-09,2026-09-08,-0.5,-39,-39,43,-41,-0.5,84,84,-10,80,0.5,-48,-48,102,-66,0,0,0,0,0,0,2,2,-5,-4,0,-46,-46,97,-70,0,231,1833,12.6,2.77,-32.41,30.2,neutral,籌碼震盪，方向未定,2026-09-10 14:09:20,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:34
3324,雙鴻,3,15.0,2026-09-10,3,2.79,2.79,4.23,4.16,0,1258.53,1258.53,1252.35,1251.58,ok,132,132,-212,-63,0,-83,-83,-5,-215,0,31.76,31.76,20.88,-7.37,2026-09-10,2026-09-09,2026-09-08,0.5,255,255,300,-170,0.5,-166,-166,-134,23,-0.5,136,136,243,-33,0,-2,-2,-165,-513,1,-42,-42,133,346,-1,92,92,211,-200,0,846,9745,8.68,10.24,19.45,-73.4,neutral,籌碼震盪，方向未定,2026-09-10 14:09:24,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:36
3363,上詮,3,15.0,2026-09-10,3,4.91,4.91,4.54,5.13,0,697.36,697.36,696.99,696.33,ok,-125,-125,75,65,0,22,22,-41,-6,0,9.51,9.51,-15.45,-3.24,2026-09-10,2026-09-09,2026-09-08,-0.5,425,425,-974,-138,-0.5,10,10,90,58,1,540,540,-866,-80,0,300,300,0,-65,1,-5,-5,9,-15,0,835,835,-857,-160,0,-1738,28025,-6.2,-5.34,21.92,60.0,neutral,籌碼震盪，方向未定,2026-09-10 14:09:25,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:40
3374,精材,3,15.0,2026-09-10,3,2.51,2.51,2.52,2.46,0,372.11,372.11,368.22,366.0,ok,472,472,34,307,0,8,8,21,7,0,18.88,18.88,5.44,8.8,2026-09-10,2026-09-09,2026-09-08,0.5,598,598,136,315,1,-68,-68,-45,-29,-1,434,434,247,445,0,0,0,10,0,0,93,93,75,-167,1,527,527,332,278,1,3668,19013,19.29,15.23,-5.54,-78.2,bullish_concentrated,主力連3買、買賣家數差連3負，籌碼偏集中,2026-09-10 14:09:27,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:49
3376,新日興,3,15.0,2026-09-10,3,2.49,2.49,1.33,1.36,0,201.6,201.6,203.24,203.1,ok,185,185,396,19,0,146,146,1,-7,1,-28.74,-28.74,-10.96,-20.75,2026-09-10,2026-09-09,2026-09-08,-0.5,-5699,-5699,-600,-585,-1,127,127,79,165,1,-6987,-6987,-794,-624,-1,0,0,0,0,0,-591,-591,-214,-1,-1,-7578,-7578,-1008,-625,-1,-8038,38861,-20.68,-14.84,-29.55,101.6,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:09:34,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:51
3443,創意,3,15.0,2026-09-10,3,2.73,2.73,2.38,2.3,0.5,5324.96,5324.96,5282.22,5274.48,ok,17,17,-38,-57,1,17,17,3,-1,1,12.79,12.79,3.52,1.31,2026-09-10,2026-09-09,2026-09-08,0,234,234,35,21,1,-138,-138,2,-4,-0.5,142,142,5,-111,1,37,37,46,118,-1,21,21,-2,-20,1,200,200,49,-13,1,308,8140,3.78,3.87,14.56,-6.0,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:09:34,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:44
3450,聯鈞,3,15.0,2026-09-10,3,2.83,2.83,2.86,3.81,-0.5,559.15,559.15,559.72,560.34,ok,79,79,-21,-324,1,-1,-1,-112,-5,0,-41.64,-41.64,-36.14,-46.89,2026-09-10,2026-09-09,2026-09-08,-1,-1058,-1058,-1319,-1402,-1,332,332,249,296,1,,,,,0,,,,,0,,,,,0,,,,,0,-3585,11790,-30.41,-21.9,-36.78,197.8,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:09:36,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:46
