stock_id,name,eps_Y,eps_Y_quarters,eps_ttm,eps_yoy,roe_last_year,roe_ttm,rev,rev_mom,rev_qoq,rev_yoy,gross_margin,gross_margin_qoq,gross_margin_yoy_diff,operating_margin,operating_margin_qoq,operating_margin_yoy_diff,net_margin,net_margin_qoq,net_margin_yoy_diff,per_ttm,per_latest,per_60d_high,per_60d_low,pbr_latest,pbr_60d_high,pbr_60d_low,period_start,period_end,eps_Y_is_prev,eps_ttm_is_prev,gross_margin_is_prev,operating_margin_is_prev,net_margin_is_prev,per_latest_is_prev,pbr_latest_is_prev,static_updated_at,static_status,static_reason,eps_status,eps_reason,roe_status,roe_reason,revenue_status,revenue_reason,profit_status,profit_reason,valuation_status,valuation_reason,finmind_token_status,finmind_token_source,finmind_token_masked,finmind_user_count,finmind_api_request_limit,finmind_remain,finmind_usage_checked_at
2451,創見,46.63,2,57.76,1465.31,25.99,87.87,4.84,-6.89,-23.19,275.47,77.03,0.64,42.7,75.08,3.28,50.95,63.23,3.63,50.21,,4.91,23.4,4.25,3.17,5.98,2.74,,,False,False,False,False,False,False,False,2026-09-10 12:15:47,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:15:50
2454,聯發科,30.45,2,60.69,-9.16,26.62,24.36,48.47,-16.44,3.72,12.16,46.2,-0.1,-2.93,15.03,-0.32,-4.51,16.17,-0.17,-2.49,,77.95,78.61,50.2,17.76,18.98,12.88,,,False,False,False,False,False,False,False,2026-09-10 12:15:51,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:15:56
2455,全新,2.21,2,4.12,61.57,16.54,23.39,0.47,11.56,46.8,71.16,38.61,0.52,4.22,23.18,-0.45,6.09,22.12,1.78,17.04,,130.39,140.06,71.57,26.94,27.44,13.39,2026-09-07,2026-09-15,False,False,False,False,False,False,False,2026-09-10 12:15:56,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:00
2467,志聖,7.15,2,10.27,115.3,15.67,16.7,0.87,-25.84,-15.3,60.73,48.77,-0.7,7.0,27.43,3.06,9.37,24.03,2.7,9.64,,57.39,104.04,49.9,5.73,13.2,4.98,,,False,False,False,False,False,False,False,2026-09-10 12:16:00,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:03
2481,強茂,2.03,2,3.76,46.3,9.66,11.43,1.45,4.23,11.58,30.98,33.22,0.48,2.56,11.74,5.24,1.67,13.32,4.28,4.36,,40.98,72.22,31.89,3.92,6.0,2.59,,,False,False,False,False,False,False,False,2026-09-10 12:16:03,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:07
2486,一詮,0.91,2,1.19,1587.5,1.35,5.27,0.78,5.07,12.08,46.07,20.97,-0.08,8.47,8.87,1.88,5.12,7.04,3.23,8.33,,208.62,1309.09,194.4,9.42,13.2,7.59,,,False,False,False,False,False,False,False,2026-09-10 12:16:07,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:10
2603,長榮,11.25,2,25.23,-58.39,12.28,10.58,48.99,1.89,41.35,48.64,22.8,7.33,1.19,18.41,8.07,1.73,15.54,5.49,2.41,,9.16,10.36,6.63,0.89,0.97,0.67,,,False,False,False,False,False,False,False,2026-09-10 12:16:10,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:16
2609,陽明,2.05,2,4.44,-68.78,5.22,4.96,21.61,3.72,43.08,56.17,17.54,10.24,1.92,12.38,10.44,2.29,12.67,8.8,9.98,,13.06,17.82,10.05,0.62,0.69,0.51,,,False,False,False,False,False,False,False,2026-09-10 12:16:16,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:19
2610,華航,1.08,2,2.18,-16.79,17.62,15.54,22.23,2.18,6.62,25.34,11.13,-9.47,-7.54,4.18,-7.11,-7.15,2.89,-7.37,-5.39,,9.35,9.63,7.11,1.24,1.44,1.08,,,False,False,False,False,False,False,False,2026-09-10 12:16:19,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:22
2615,萬海,6.84,2,14.56,-0.34,11.74,15.51,19.2,3.01,39.09,65.59,30.37,7.61,1.96,25.95,8.63,1.09,26.9,4.08,23.79,,7.59,8.69,6.22,1.07,1.23,0.73,,,False,False,False,False,False,False,False,2026-09-10 12:16:23,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:26
2618,長榮航,2.24,2,4.74,-12.06,21.05,20.61,22.45,-4.34,2.21,21.42,14.13,-12.09,-11.15,8.44,-10.2,-10.39,6.41,-8.24,-6.16,,8.8,9.05,6.47,1.62,1.79,1.33,,,False,False,False,False,False,False,False,2026-09-10 12:16:26,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:16:29
2801,彰銀,0,0,1.51,13.53,8.43,9.25,4.61,-3.79,3.97,21.13,,,,,,,,,,,15.79,16.03,12.53,1.38,1.4,1.04,,,False,False,False,False,False,False,False,2026-09-10 13:31:56,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:12
2812,台中銀,0,0,1.53,2.0,10.42,11.19,1.98,7.94,0.66,1.76,,,,,,,,,,,11.37,13.39,11.1,1.2,1.34,1.17,,,False,False,False,False,False,False,False,2026-09-10 13:32:12,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:20
2834,臺企銀,0,0,1.26,2.44,8.79,9.1,3.62,8.38,16.92,18.0,,,,,,,,,,,13.16,13.93,12.02,1.13,1.19,1.03,,,False,False,False,False,False,False,False,2026-09-10 13:32:20,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:32
2880,華南金,0,0,1.9,13.1,11.55,14.03,7.76,3.45,7.23,4.11,,,,,,,,,,,19.39,21.45,14.3,2.58,2.6,1.69,,,False,False,False,False,False,False,False,2026-09-10 13:32:32,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:36
2881,富邦金,0,0,8.37,-22.28,12.46,15.9,10.66,-51.89,-80.02,-66.28,,,,,,,,,,,13.88,19.46,11.97,1.83,2.17,1.47,,,False,False,False,False,False,False,False,2026-09-10 13:32:36,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:42
2882,國泰金,0,0,7.06,-3.16,12.14,14.68,25.14,-22.2,-17.63,-31.87,,,,,,,,,,,13.03,17.53,11.56,1.59,2.31,1.33,,,False,False,False,False,False,False,False,2026-09-10 13:32:42,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:50
2883,凱基金,0,0,1.74,-11.68,8.98,13.09,8.51,-36.51,-36.8,-167.35,,,,,,,,,,,13.01,18.12,11.24,1.47,1.61,1.11,,,False,False,False,False,False,False,False,2026-09-10 13:32:50,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:54
2884,玉山金,0,0,2.12,30.06,13.05,14.72,9.84,12.3,6.27,19.29,,,,,,,,,,,18.65,18.9,13.95,2.58,2.62,1.74,,,False,False,False,False,False,False,False,2026-09-10 13:32:54,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:32:58
2885,元大金,0,0,2.74,-1.08,11.1,16.17,17.56,-10.3,1.78,62.33,,,,,,,,,,,16.32,22.0,14.61,2.43,2.66,2.05,,,False,False,False,False,False,False,False,2026-09-10 13:32:58,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:33:05
2886,兆豐金,0,0,2.36,0.43,9.27,9.99,8.64,6.77,-4.54,1.77,,,,,,,,,,,19.42,21.59,16.02,1.84,1.96,1.45,,,False,False,False,False,False,False,False,2026-09-10 13:33:05,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:33:11
2887,台新新光金,0,0,1.91,37.41,10.05,14.68,18.05,1.78,4.83,79.23,,,,,,,,,,,15.61,18.5,12.06,1.55,1.66,1.08,,,False,False,False,False,False,False,False,2026-09-10 13:33:11,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:33:17
2890,永豐金,0,0,1.97,12.57,11.55,16.21,10.05,0.98,0.74,49.48,,,,,,,,,,,16.19,20.05,14.11,2.35,2.38,1.61,,,False,False,False,False,False,False,False,2026-09-10 13:33:17,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:33:25
2891,中信金,0,0,4.08,12.09,15.57,14.11,18.05,-8.99,-8.36,71.11,,,,,,,,,,,16.1,17.45,13.38,1.92,2.59,1.82,,,False,False,False,False,False,False,False,2026-09-10 13:33:25,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:33:33
2892,第一金,0,0,1.87,3.31,9.6,10.9,7.77,7.39,6.06,3.04,,,,,,,,,,,17.76,18.85,13.97,1.81,1.81,1.32,,,False,False,False,False,False,False,False,2026-09-10 13:33:33,partial_ok,no_data:profit,ok,,ok,,ok,,no_data,empty,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:33:37
2912,統一超,6.03,2,11.1,3.26,31.43,35.63,32.2,5.16,7.64,8.48,34.59,0.01,0.16,4.17,-0.09,-0.26,4.07,0.04,-0.13,,19.68,22.42,18.82,5.54,5.84,4.62,,,False,False,False,False,False,False,False,2026-09-10 12:17:18,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:22
3008,大立光,82.33,2,185.73,8.81,11.58,13.47,5.01,2.76,9.13,-16.02,49.42,0.01,-4.21,37.67,0.28,-4.13,34.59,-5.14,25.54,,35.74,41.54,15.73,4.59,5.33,1.79,,,False,False,False,False,False,False,False,2026-09-10 12:17:22,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:25
3013,晟銘電,2.78,2,5.43,49.18,17.14,21.92,0.94,13.99,-6.56,16.38,20.52,-0.63,3.89,13.36,0.03,4.62,9.0,-0.6,4.75,,16.74,29.28,15.75,3.26,4.98,2.68,,,False,False,False,False,False,False,False,2026-09-10 12:17:25,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:28
3017,奇鋐,44.54,2,75.13,145.28,57.03,75.72,19.48,4.79,22.74,54.34,32.57,2.8,8.16,27.44,2.93,10.23,20.92,3.23,6.49,,46.12,52.84,34.42,24.61,25.55,18.21,,,False,False,False,False,False,False,False,2026-09-10 12:17:28,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:31
3034,聯詠,16.59,2,28.67,-8.46,24.1,27.12,10.33,0.3,9.72,26.33,42.42,3.36,6.12,22.56,5.16,4.12,22.08,5.8,7.78,,19.02,23.24,17.62,4.81,4.91,3.74,,,False,False,False,False,False,False,False,2026-09-10 12:17:32,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:35
3035,智原,1.16,2,2.54,-23.95,5.92,5.49,1.18,11.45,27.33,29.88,45.22,-2.08,21.04,8.17,4.47,6.76,8.61,3.39,7.83,,70.47,123.94,58.86,2.73,4.45,2.28,,,False,False,False,False,False,False,False,2026-09-10 12:17:35,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:38
3036,文曄,13.0,2,19.9,109.03,12.3,24.25,198.38,8.43,0.23,98.21,3.41,-0.04,-0.91,2.2,0.19,0.4,165.0,23.0,56.0,,9.88,29.34,9.6,1.96,3.39,1.91,,,False,False,False,False,False,False,False,2026-09-10 12:17:38,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:42
3037,欣興,11.73,2,15.49,1073.48,7.79,23.7,17.75,9.18,26.21,56.26,24.8,6.84,11.72,15.51,8.15,10.86,31.11,16.74,30.31,,66.18,159.56,45.81,12.76,15.2,8.83,,,False,False,False,False,False,False,False,2026-09-10 12:17:43,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:46
3044,健鼎,13.02,2,23.34,31.2,19.59,24.43,10.22,4.1,18.14,65.48,30.09,3.58,3.88,22.47,4.13,4.46,15.68,1.63,2.03,,21.55,27.84,16.5,4.75,5.17,3.06,,,False,False,False,False,False,False,False,2026-09-10 12:17:46,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:49
3045,台灣大,2.86,2,5.33,10.58,18.89,21.8,16.17,-6.65,3.2,7.14,22.16,0.6,1.08,12.38,0.46,1.49,9.93,0.84,2.2,,22.68,24.44,20.42,4.35,4.35,3.61,,,False,False,False,False,False,False,False,2026-09-10 12:17:49,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:52
3081,聯亞,8.06,2,11.21,563.31,10.76,25.01,0.52,3.84,28.41,180.9,57.45,2.69,14.12,46.89,5.62,19.94,38.36,3.25,20.86,,243.55,415.24,188.57,55.48,69.2,31.32,,,False,False,False,False,False,False,False,2026-09-10 12:17:52,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:56
3105,穩懋,3.56,2,8.51,786.29,2.74,7.46,1.94,2.4,10.36,30.55,28.24,1.9,9.78,14.11,4.72,17.26,17.21,7.44,30.18,,54.23,131.5,41.72,4.47,5.82,2.78,,,False,False,False,False,False,False,False,2026-09-10 12:17:56,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:17:59
3131,弘塑,27.29,2,56.98,79.07,28.56,44.02,0.68,-14.07,21.87,43.35,38.86,5.08,-1.72,21.14,7.99,-3.81,18.7,-10.17,6.12,,43.56,74.32,40.01,22.38,28.46,15.7,,,False,False,False,False,False,False,False,2026-09-10 12:17:59,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:02
3163,波若威,3.96,2,9.64,266.54,16.96,26.97,0.21,-2.37,-3.04,9.69,15.19,-3.67,-2.0,1.72,-3.6,-4.38,14.83,-22.32,15.95,,72.14,182.48,57.29,17.33,30.78,12.49,,,False,False,False,False,False,False,False,2026-09-10 12:18:02,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:05
3167,大量,9.29,2,14.41,229.75,23.53,36.41,1.22,6.37,27.67,152.98,44.2,1.86,5.34,26.82,5.79,7.39,19.0,4.51,5.22,,59.47,98.15,43.08,17.68,23.52,10.93,,,False,False,False,False,False,False,False,2026-09-10 12:18:05,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:08
3189,景碩,3.74,2,5.9,387.6,8.44,10.81,4.81,5.73,14.52,40.58,26.09,4.93,5.01,13.43,5.41,6.95,13.47,5.58,7.67,,153.43,250.99,131.23,9.8,10.88,5.93,,,False,False,False,False,False,False,False,2026-09-10 12:18:08,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:11
3211,順達,3.4,2,7.48,-38.89,13.35,12.89,1.68,36.47,44.18,17.34,13.85,-6.18,0.6,6.5,-6.03,0.34,5.94,-3.41,-12.33,,50.4,55.53,33.97,6.44,8.32,4.92,,,False,False,False,False,False,False,False,2026-09-10 12:18:12,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:15
3231,緯創,7.78,2,12.75,73.0,37.23,43.44,460.07,49.27,58.54,166.48,5.66,0.45,1.22,3.74,0.3,1.78,2.65,0.52,0.16,,14.69,19.56,13.29,3.03,3.26,2.22,,,False,False,False,False,False,False,False,2026-09-10 12:18:15,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:18
3234,光環,-0.48,2,-1.4,0.71,-18.86,-20.53,0.11,13.12,90.09,110.13,19.82,10.03,11.12,-8.7,13.11,22.72,-9.05,10.86,32.24,,0.0,0.0,0.0,31.25,33.81,13.62,,,False,False,False,False,False,False,False,2026-09-10 12:18:18,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:22
3264,欣銓,4.39,2,7.93,72.77,15.13,20.34,1.79,1.57,18.22,46.57,40.17,1.81,3.85,30.38,2.85,3.98,25.49,2.29,9.04,,31.33,39.84,21.02,5.8,6.02,3.89,,,False,False,False,False,False,False,False,2026-09-10 12:18:22,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:25
3265,台星科,3.85,2,7.13,41.75,11.73,16.16,0.4,-4.64,-17.01,3.36,29.37,3.82,1.99,24.01,4.37,2.62,20.25,1.92,12.56,,23.98,33.95,21.53,3.69,4.37,3.0,,,False,False,False,False,False,False,False,2026-09-10 12:18:25,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:29
3289,宜特,3.08,2,4.69,-15.8,8.27,9.23,0.4,-6.14,7.77,-3.62,26.13,8.86,-0.93,6.02,12.86,-1.31,7.55,-8.16,-0.77,,30.26,39.44,26.81,2.52,3.45,2.34,,,False,False,False,False,False,False,False,2026-09-10 12:18:29,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:33
3324,雙鴻,23.02,2,43.81,157.4,26.92,39.81,3.14,-16.58,0.08,67.18,28.42,-1.24,2.29,15.98,-1.79,4.04,11.94,-2.86,8.86,,33.21,39.1,22.35,10.1,10.42,5.69,2026-09-08,2026-09-14,False,False,False,False,False,False,False,2026-09-10 12:18:33,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:36
3363,上詮,-1.2,2,-1.21,-332.14,0.64,-3.24,0.2,19.69,42.2,13.2,0.23,-1.65,-19.51,-21.43,19.43,-26.95,-5.79,22.23,-8.69,,0.0,5750.0,0.0,14.19,37.4,8.66,,,False,False,False,False,False,False,False,2026-09-10 12:18:36,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:39
3374,精材,2.88,2,6.37,21.33,14.36,18.49,0.91,5.58,30.44,36.74,27.66,-2.0,12.05,22.27,-1.35,11.61,18.14,-1.95,13.93,,76.61,81.32,39.88,13.43,13.43,5.51,2026-09-02,2026-09-10,False,False,False,False,False,False,False,2026-09-10 12:18:40,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:43
3376,新日興,0.47,2,1.46,-63.13,1.81,1.72,0.83,2.34,3.49,-10.01,9.79,-4.49,-4.4,-3.1,-2.66,-6.24,2.36,1.1,5.42,,130.69,348.53,122.7,2.24,2.67,1.8,,,False,False,False,False,False,False,False,2026-09-10 13:33:52,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4365,6000,1635,2026-09-10 13:33:56
3443,創意,23.89,2,39.01,44.27,31.14,43.09,5.84,1.23,24.95,111.02,21.55,-5.65,-11.77,12.06,-3.87,-3.4,11.19,-3.19,-1.61,,159.57,172.38,88.7,61.95,61.95,30.28,,,False,False,False,False,False,False,False,2026-09-10 12:18:43,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:48
3450,聯鈞,2.78,2,4.92,-16.75,25.98,23.57,1.25,2.42,29.97,109.76,32.37,7.57,1.56,22.05,9.3,-0.23,16.81,8.21,9.66,,106.09,182.14,68.56,13.64,17.09,9.46,2026-09-03,2026-09-11,False,False,False,False,False,False,False,2026-09-10 12:18:48,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:51
3481,群創,0.77,2,0.78,-30.36,0.29,3.06,18.7,-1.03,-9.45,0.02,14.56,0.13,6.18,2.56,0.31,3.94,7.31,4.62,8.51,,63.27,1250.0,58.27,1.75,2.5,1.01,,,False,False,False,False,False,False,False,2026-09-10 12:18:51,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:54
3491,昇達科,8.15,2,12.71,61.91,17.11,24.64,0.32,39.56,8.41,93.19,55.6,-2.38,12.25,26.77,-3.97,8.55,34.13,9.32,20.2,,107.71,240.7,97.38,20.53,43.44,18.23,,,False,False,False,False,False,False,False,2026-09-10 12:18:55,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:18:58
3529,力旺,15.75,2,29.81,24.36,51.81,72.61,0.36,-47.19,17.0,42.77,100.0,0.0,0.0,60.74,0.19,2.45,54.27,-2.01,11.78,,91.58,171.72,72.29,58.46,79.17,35.08,,,False,False,False,False,False,False,False,2026-09-10 12:18:58,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:01
3533,嘉澤,39.05,2,82.29,15.72,21.36,25.78,3.2,-5.06,5.17,19.58,45.47,-4.08,-5.53,21.97,-7.07,-9.2,20.62,-5.45,11.46,,19.2,40.56,19.2,4.32,8.3,4.32,,,False,False,False,False,False,False,False,2026-09-10 12:19:01,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:04
3563,牧德,9.8,2,16.18,25.33,19.6,20.94,0.36,0.42,3.48,35.68,60.41,-0.17,-3.82,39.05,0.37,-6.01,32.11,-2.21,6.66,,39.2,59.58,32.92,7.7,11.45,6.47,,,False,False,False,False,False,False,False,2026-09-10 12:19:04,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:08
3583,辛耘,9.15,2,20.58,69.24,20.72,18.47,1.07,9.77,10.03,18.06,40.25,6.67,7.2,16.81,3.86,0.66,13.89,2.9,6.08,,43.74,65.49,40.27,5.87,10.65,5.66,,,False,False,False,False,False,False,False,2026-09-10 12:19:08,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:11
3587,閎康,3.04,2,6.99,-1.83,8.38,9.25,0.57,0.38,3.82,17.78,33.85,2.96,6.15,16.57,3.87,8.66,3.45,-7.08,-3.24,,37.23,57.46,27.76,2.96,5.22,2.75,,,False,False,False,False,False,False,False,2026-09-10 12:19:11,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:16
3605,宏致,1.89,2,4.2,4.22,9.19,8.85,1.1,-4.94,-1.0,17.24,25.64,1.05,-0.78,7.34,2.11,0.34,5.99,2.17,2.35,,33.68,36.58,19.77,2.51,2.73,1.41,,,False,False,False,False,False,False,False,2026-09-10 12:19:16,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:20
3645,達邁,1.53,2,2.6,128.07,6.28,10.48,0.18,31.38,-18.17,-10.96,39.96,4.84,11.02,23.27,4.44,8.01,16.65,1.13,13.6,,27.26,64.25,24.75,2.89,4.74,2.42,,,False,False,False,False,False,False,False,2026-09-10 12:19:20,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:25
3653,健策,25.33,2,44.65,46.35,28.47,33.62,3.23,0.4,39.44,90.9,46.81,5.03,5.33,37.79,5.81,4.99,32.01,5.54,10.19,,130.67,135.18,83.82,36.03,37.28,20.99,,,False,False,False,False,False,False,False,2026-09-10 12:19:25,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:28
3661,世芯-KY,37.56,2,72.25,-9.54,13.95,12.32,8.78,18.07,353.53,273.61,34.84,-15.34,14.2,21.55,-11.11,8.97,21.44,-12.65,6.98,,59.47,78.78,40.82,5.79,10.16,5.26,,,False,False,False,False,False,False,False,2026-09-10 12:19:29,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:33
3665,貿聯-KY,26.94,2,54.53,57.46,21.74,24.66,8.89,-7.67,20.94,53.99,30.73,1.96,-0.39,17.22,2.32,0.29,12.8,1.9,0.85,,35.44,62.91,35.44,7.6,12.15,7.38,,,False,False,False,False,False,False,False,2026-09-10 12:19:33,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:36
3680,家登,8.08,2,14.87,52.98,10.11,14.32,0.84,-3.58,23.91,49.94,43.71,1.08,2.84,17.28,1.65,2.92,26.52,11.61,22.94,,35.98,65.32,31.0,3.96,6.07,3.16,,,False,False,False,False,False,False,False,2026-09-10 12:19:36,ok,,ok,,ok,,ok,,ok,,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,0,6000,6000,2026-09-10 12:19:39
