stock_id,name,新聞
3587,閎康,0720：前5月營收年增19%!閎康連3 月營收創新高法人按讚檢測商機 - MSN；0718：討論牆 | 盤中速報 - 閎康(3587)大跌7.34%，報252.5元 - LINE TODAY；0717：矽光子將爆發! 閎康砸重金布局檢測平台 派發現金股利4.5元 - MSN；0714：【07/1…
3605,宏致,0729：宏致(3605) 個股概覽 | 個股 - 股市 - CMoney；0728：3605 宏致- 宏致調整股利：現金1.57203283元 - 股市爆料同學會 - CMoney；0727：【07/27券商評等報告彙整】宏致(3605) 今日僅1家券商發布績效評等報告，評價為看多，目標價為11…
3645,達邁,0727：3645 達邁 - 上天硬要送你錢啊 欄也欄不住 ^^ 好幸福 ^^ 愛達邁 ^... - 股市爆料同學會 - CMoney；0727：3645 達邁 - 達邁愛的大禮包來囉 ^^ 幸福滿滿 ^^ 好愛達邁 ^^ - 股市爆料同學會 - CMoney；0725：3645 達邁- 提醒大家…
3653,健策,0729：健策受惠AI散熱升級，估新世代產品ASP續揚- 新聞 - MoneyDJ；0728：三大法人買賣超 – 外資買超(4958)臻鼎-KY、(8046)南電，投信買超(3665)貿聯-KY、(3653)健策，法人合計賣超1169.39億元 - sinotrade.com.tw；0728：Fa…
3661,世芯-KY,0729：《半導體》注意股：世芯-KY 近5日跌10.74% - 富聯網；0728：盤中速報 - 世芯-KY(3661)大跌7.08%，報3215元 - news.cnyes.com；0728：世芯-KY(3661) 個股概覽 | 個股 - 股市 - CMoney；0728：千金股團滅！聯發科、世…
3665,貿聯-KY,0729：Celestica（CLS）｜2027營收上修逾65%，台股供應鏈貿聯(3665 TT)、台光電(2383 TT)、金像電(2368 TT)同步受惠 - sinotrade.com.tw；0729：熱門股》投信連10買 貿聯-KY翻紅 - 自由時報；0728：財訊快報：產銷規模放大，貿聯…
3680,家登,0727：個股：家登(3680)旗下家登創業認購濾能私募普通股80萬股，每股54元 - 富聯網；0725：焦點股》家登：跌深反彈漲逾8％ 拚重返半年線 - 自由時報；0725：外資調升家登 及穎崴目標價 - 經濟日報；0724：家登受惠客戶擴產效應法人：後市營運展望正向| 個股情報| 股市 - U…
3701,大眾控,0725：大眾控(3701) 個股概覽 | 個股 - 股市 - CMoney；0722：討論牆 | 盤中速報 - 大眾控(3701)急跌-3.05%報36.5元，成交392張 - LINE TODAY；0721：大眾控營收雙減，市場更該先看哪裡？ - CMoney；0720：3701 大眾控- 穩…
3711,日月光投控,0729：個股：日月光投控(3711)7/30召開115年第二季法人說明會 - 富聯網；0729：《半導體》日月光投控7月30日第二季法說 - 富聯網；0728：3711 日月光投控- 【00407A】07/28 操作日報｜淨值重挫照樣掃貨，經理人低接AI族群 - 股市爆料同學會 - CMoney…
3715,定穎投控,0727：個股：定穎投控(3715)8/10受邀參加永豐金證券舉辦之2026Q2線上法人說明會 - 富聯網；0726：定穎投控(3715) 個股概覽 | 個股 - 股市 - CMoney；0724：3715 定穎投控- 鼠芳被點名到的都好慘- 股市爆料同學會 - CMoney；0724：3715 …
4722,國精化,0725：國精化(4722) 個股概覽 | 個股 - 股市 - CMoney；0724：討論牆 | 盤中速報 - 國精化(4722)大跌7.23%，報199元 - LINE TODAY；0723：討論牆 | 盤中速報 - 國精化(4722)急跌-3.69%報213.0元，成交772張 - LINE…
4749,新應材,0729：4749 新應材 - 謝謝老天爺 好人有好報 - 股市爆料同學會 - CMoney；0728：最新股票抽籤／新應材抽中「價差7萬」，這檔拿4.2萬能多賺1張多！哪幾檔值得注意？申購一次看 - 今周刊；0727：4749 新應材- 昨晚血流成河- 股市爆料同學會 - CMoney；0726…
4772,台特化,0728：4772 台特化 - 外資+8 投信0 自營-31 三大法人-23 這樣也能殺這... - 股市爆料同學會 - CMoney；0727：【12:36 即時新聞】臺特化(4772)股價小幅走強至240元，受惠營收爆發與矽乙烷需求題材＋高檔回檔後技術面偏空、主力與法人籌碼持續整理 - CMo…
4958,臻鼎-KY,0729：盤中速報 - 臻鼎-KY(4958)大跌8.07%，報393元 - news.cnyes.com；0729：4958 臻鼎-KY - 畢業了！ - 股市爆料同學會 - CMoney；0728：4958 臻鼎-KY - 下降哪邊支撐呢！僅供大家一起參考- 股市爆料同學會 - CMoney；…
4971,IET-KY,"0727：【10:28 即時新聞】IET-KY(4971)股價上漲逾6%，AI光通訊與InP磊晶題材受捧＋中短期技術面轉弱下的反彈留意壓力區 - CMoney投資網誌；0727：1,800元聯亞VS 400元IET-KY！矽光子飆股拉回買點再現? - 理財周刊；0727：1,800元聯亞VS 40…"
4977,眾達-KY,0726：討論牆 | 盤中速報 - 眾達-KY(4977)急拉3.26%報143.0元，成交899張 - LINE TODAY；0724：【09:22 即時新聞】眾達-KY(4977)股價勁揚近一成站上147.5元，高速光通訊AI題材帶動買盤迴流＋中長期CPO佈局與官股穩定持股成技術與籌碼支撐 -…
4979,華星光,"0729：《通網股》注意股：華星光 近5日漲19.61% - 富聯網；0729：盤中速報 - 華星光(4979)股價殺至跌停，跌停價384.5元，成交9,322張 - news.cnyes.com；0729：華星光Q2 EPS為1.29元，上半年EPS 2.91元 - MoneyDJ；0729：1…"
4991,環宇-KY,0727：【10:39 即時新聞】環宇-KY(4991)股價上漲逾6%，AI光通訊與CPO題材推升買盤，短線脫離低檔壓力區 - CMoney投資網誌；0727：環宇-KY(4991)搭上AI光通訊升級，真正考驗是毛利率能否守住四成-陳柏宇 - CMoney投資網誌；0725：討論牆 | 盤中速報 …
5246,勵威,0728：5246 勵威- 從378元吹噓故事的人害死一堆韭菜- 股市爆料同學會 - CMoney；0728：5246 勵威 - 今天有人持續買進嗎？ - 股市爆料同學會 - CMoney；0724：5246 勵威- 下週準備創新低- 股市爆料同學會 - CMoney；0720：5246 勵威 -…
5274,信驊,0729：訂單能見度直通2028年！信驊董座林鴻明：供應鏈瓶頸已解 下半年營收大爆發 - 鏡報；0729：AI太燒錢、CSP投資放緩？信驊林鴻明：訂單完全沒鬆動 Agentic AI讓需求更大 - 鏡報；0729：信驊董事長林鴻明：AI應用沒有泡沫！客戶需求非常強勁 - 自由財經；0729：個股：…
5285,界霖,"0727：界霖(5285) 個股概覽 | 個股 - 股市 - CMoney；0721：5285 界霖 - 大盤大漲，你跌就是加碼 - 股市爆料同學會 - CMoney；0717：討論牆 | 盤中速報 - 界霖(5285)急拉5.21%報105.0元，成交1,197張 - LINE TODAY；07…"
5289,宜鼎,0728：5289 宜鼎- 我們是在投資，不是投機！ - 股市爆料同學會 - CMoney；0728：5289 宜鼎- 顆粒原廠跌，關宜鼎屁事。我們是靠AI系統高附加價值賺錢的！ - 股市爆料同學會 - CMoney；0728：5289 宜鼎- 看來是傻逼散戶下車- 股市爆料同學會 - CMone…
5347,世界,"0728：【07/28券商評等報告彙整】世界(5347) 今日僅1家券商發布績效評等報告，評價為看多，目標價為210元。 - CMoney；0728：討論牆 | 盤中速報 - 世界(5347)股價拉至漲停，漲停價171.0元，成交6,741張 - LINE TODAY；0724：討論牆 | 盤中速…"
5443,均豪,0722：均豪(5443) 個股概覽 | 個股 - 股市 - CMoney；0721：均豪(5443) 今日股價與討論 - 股市爆料同學會 - CMoney；0713：AI帶旺設備需求 均豪Q2獲利季增4.58倍 - 自由財經；0713：5443 均豪 - 岸！不知有影？沒影！ - 股市爆料同學會…
5536,聖暉*,0727：聖暉*(5536) 個股概覽 | 個股 - 股市 - CMoney；0709：聖暉*6月營收47.74 億元 - TechNews 科技新報；0709：AI供應鏈需求旺 聖暉*Q2營收季增15％再創新高 - 自由財經；0709：AI供應鏈需求旺 聖暉*Q2營收季增15％再創新高 - 自由…
5871,中租-KY,0729：《其他股》中租-KY逆風前行 填權息率逾31％ - 工商時報；0728：【10:31 即時新聞】中租-KY(5871)股價小幅上漲至121元，除權息與穩健獲利支撐＋法人與主力偏多佈局助攻中期走強 - CMoney投資網誌；0728：5871 中租-KY - 存股籌錢就是哪裡擠一點這裡擠一…
6005,群益證,0727：《金融股》群益證助攻亞資專區下半年推新私募股權商品- 證券 - 工商時報；0727：《金融股》群益證助攻亞資專區 下半年推新私募股權商品 - 富聯網；0727：《金融股》群益證助攻亞資專區下半年推新私募股權商品- 上市櫃 - 旺得富理財網；0726：群益證推出全新私募股權商品 助攻亞洲資…
6139,亞翔,"0729：討論牆 | 盤中速報 - 亞翔(6139)大跌7.02%，報781元 - LINE TODAY；0729：討論牆 | 盤中速報 - 亞翔(6139)股價殺至跌停，跌停價756.0元，成交7,573張 - LINE TODAY；0728：亞翔(6139) 個股概覽 | 個股 - 股市 - …"
6174,安碁,0725：討論牆 | 盤中速報 - 安碁(6174)急跌-3.32%報49.5元，成交67張 - LINE TODAY；0724：討論牆 | 盤中速報 - 安碁(6174)急跌-3.77%報42.6元，成交561張 - LINE TODAY；0721：討論牆 | 盤中速報 - 安碁(6174)大跌…
6187,萬潤,0728：6月營收連6月年月雙增 法人看好萬潤今年EPS年增率可達80%左右！ - 蕃新聞；0728：6月營收連6月年月雙增 法人看好萬潤今年EPS年增率可達80%左右！ - 台灣好新聞；0728：討論牆 | 盤中速報 - 萬潤(6187)大漲7.22%，報1010元 - LINE TODAY；0…
6196,帆宣,0726：台積、日月光、ASML 等訂單湧入 帆宣接單熱 忙到2027後 | 集中市場 | 證券 - 經濟日報；0726：台積、日月光、ASML 等訂單湧入 帆宣接單熱 忙到2027後 - 經濟日報；0724：討論牆 | 盤中速報 - 帆宣(6196)大跌7.38%，報502元 - LINE TO…
6197,佳必琪,0728：討論牆 | 盤中速報 - 佳必琪(6197)大跌7.05%，報290元 - LINE TODAY；0724：佳必琪Q2獲利拚高，光電互聯成長仍受矚- 新聞 - MoneyDJ；0724：佳必琪Q2獲利拚高，光電互聯成長仍受矚| MoneyDJ理財網 - LINE TODAY；0724：《…
6213,聯茂,0729：PCB血流成河！「這檔」摜第3根帶金像電、聯茂、台燿跌停 欣興、景碩、南電也亮綠燈 - FTNN 新聞；0727：鉅亨速報 - Factset 最新調查：聯茂(6213-TW)目標價調升至333元，幅度約6.05% - TradingView；0726：討論牆 | 盤中速報 - 聯茂(6…
6217,中探針,0728：《台北股市》注意股：28日23檔緯穎、友訊、聯鈞、雷虎、中探針等- 上市櫃 - 旺得富理財網；0728：6217 中探針 - 繼續觀察融資比例🥹282不知道要等多久了，還好只有一張 - 股市爆料同學會 - CMoney；0728：【07/28處置股公告】中探針(6217) 07/28到0…
6223,旺矽,0729：《半導體》注意股：旺矽 近5日跌12.09% - 富聯網；0727：三星HBM5快逾50%，旺矽 (6223) 受惠看哪個數據？-周哲翰 - CMoney投資網誌；0725：在台灣沒有競爭對手 旺矽今年有望逐季成長 - 自由時報；0724：討論牆 | 盤中速報 - 旺矽(6223)大跌7…
6243,迅杰,0729：《半導體》注意股：迅杰 近5日跌2.75% - 富聯網；0729：【13:23 即時新聞】迅傑(6243)股價小漲至50.4元，無人機整機佈局吸引短線買盤＋法人與主力近期偏空籌碼待消化 - CMoney投資網誌；0728：【09:37 即時新聞】迅傑(6243)股價勁揚逾5%站上51元，…
6257,矽格,0728：個股：矽格追加子公司聯測20億元資本支出，配合美系AI客戶擴充產能需求 - 富聯網；0728：個股：矽格追加子公司聯測20億元資本支出，配合美系AI客戶擴充產能需求 - 東森電視；0728：因應AI需求，矽格子公司追加20億元資本支出 - 台視全球資訊網；0728：矽格搶下美系大廠訂單 …
6274,台燿,"0729：討論牆 | 盤中速報 - 台燿(6274)股價殺至跌停，跌停價1130.0元，成交5,375張 - LINE TODAY；0729：財報：台燿(6274)115年上半年稅後盈餘36億171萬元，EPS 12.40元 - 富聯網；0729：PCB血流成河！「這檔」摜第3根帶金像電、聯茂、台…"
6278,台表科,0726：6278 台表科 - 這隻是鼠芳欽點的，要對鼠芳有信心。 - 股市爆料同學會 - CMoney；0723：6278 台表科 - 現在鼠芳都不提到這隻 - 股市爆料同學會 - CMoney；0718：6278 台表科- 今日大盤殺盤極重，但6278卻全場全都守在週二低點支撐之上- 股市爆料…
6282,康舒,0729：美股法說BE｜AI供電巨頭Bloom Energy財報超預期，營收首破10億美元大關、毛利率強勢攀升，盤後股價飆漲，高力、康舒有望受惠(BE US)｜豐雲學堂2026 年 07 月 - sinotrade.com.tw；0728：康舒(6282) 個股概覽 | 個股 - 股市 - CMo…
6285,啟碁,0728：《通網股》啟碁 8月5日召開第二季財報董事會 - 富聯網；0728：【07/28券商評等報告彙整】啟碁(6285) 今日僅1家券商發布績效評等報告，評價為看多，目標價為300元。 - CMoney；0727：6285 啟碁- 持續震盪，7月應該都是這樣走法- 股市爆料同學會 - CMon…
6291,沛亨,0729：討論牆 | 盤中速報 - 沛亨(6291)大跌9.52%，報304元 - LINE TODAY；0723：6291 沛亨- 今日一樣會收低- 股市爆料同學會 - CMoney；0720：《半導體》注意股：沛亨 近5日跌19.42% - 富聯網；0718：討論牆 | 盤中速報 - 沛亨(6…
6412,群電,0727：《電零組》群電第二季財報 8月4日提報董事會 - 富聯網；0722：6412 群電 - ODM漲，你跟車用的跑 車用漲，你跟ODM的跑 - 股市爆料同學會 - CMoney；0715：個股：群電(6412)受邀參加國票綜合證券8/4舉辦之法說會 - 富聯網；0715：《電零組》群電8月4…
6414,樺漢,0728：6414 樺漢 - 漢哥你搞我啊，看好你就跌，看雖你就噴 - 股市爆料同學會 - CMoney；0727：6414 樺漢- 周三前站穩458之上- 股市爆料同學會 - CMoney；0727：樺漢6月 EPS 2.52元 精材0.54元 - 經濟日報；0727：討論牆 | 盤中速報 - …
6442,光聖,0726：光聖(6442)續強，市場買進的到底是題材還是AI光通訊升級？-蘇宛真 - CMoney投資網誌；0726：討論牆 | 盤中速報 - 光聖(6442)大漲7.22%，報1485元 - LINE TODAY；0724：討論牆 | 盤中速報 - 光聖(6442)股價拉至漲停，漲停價1385.…
6451,訊芯-KY,"0726：討論牆 | 盤中速報 - 訊芯-KY(6451)大漲7.07%，報477元 - LINE TODAY；0724：討論牆 | 盤中速報 - 訊芯-KY(6451)股價拉至漲停，漲停價435.0元，成交1,821張 - LINE TODAY；0724：【10:13 即時新聞】訊芯-KY(64…"
6510,精測,0729：財訊快報：AI急單變長單！精測Q2每股賺15.02元，董事會拍板追加資本支出 - 富聯網；0729：《個股重大訊息》個股動態：旺宏、精測、欣興 - 富聯網；0729：精測Q2營運登峰下半年有望延續動能- 新聞 - MoneyDJ；0729：精測連兩季賺逾一股本，上半年EPS逾25元 - …
6515,穎崴,0729：《半導體》注意股：穎崴 近5日跌10.82% - 富聯網；0729：最慘不是聯發科！「這1檔」6天重挫45%、穎崴價差720元 南電、台達電...32檔注意股曝光 - FTNN 新聞；0728：6515 穎崴 - 融資昨天為止還有446張（價值26.54億）的平均成本786... - 股…
6526,達發,0729：財報：達發(6526)115年上半年歸屬母公司淨利16億2814萬元，EPS 9.72元 - 富聯網；0729：《半導體》達發115年上半年每股盈餘9.72元 - 富聯網；0728：達發(6526) 個股概覽 | 個股 - 股市 - CMoney；0723：亞信Q2 EPS 0.99元；…
6531,愛普*,0729：愛普*(6531) 個股概覽 | 個股 - 股市 - CMoney；0727：愛普*(6531)領跌記憶體IC設計，市場為何開始重新定價？-林思齊 - CMoney投資網誌；0724：6531 愛普* - 今天進一張 下週見真章 - 股市爆料同學會 - CMoney；0723：6531 …
6640,均華,0728：均華財報／首季 EPS 5.19元 - 經濟日報；0720：討論牆 | 盤中速報 - 均華(6640)急拉3.43%報1025.0元，成交69張 - LINE TODAY；0720：討論牆 | 盤中速報 - 均華(6640)大跌7.57%，報952元 - LINE TODAY；0719：…
6643,M31,0728：M31(6643) 個股概覽 | 個股 - 股市 - CMoney；0725：討論牆 | 盤中速報 - M31(6643)股價大漲至1050.0元，漲幅達7.36% - LINE TODAY；0722：討論牆 | 盤後速報 - M31(6643)下週(7月27日)除息1.19元，預估參考…
6664,群翊,0728：群翊今除息10.14元、暫陷貼息；今年展望看樂觀- 新聞 - MoneyDJ；0727：群翊(6664) 個股概覽 | 個股 - 股市 - CMoney；0727：盤後速報 - 群翊(6664)次交易(28)日除息10.14元，參考價360.86元 - TradingView；0727：…
6669,緯穎,0729：緯穎擴建馬來西亞產能，AI伺服器出貨升溫 - 台視全球資訊網；0729：緯穎下半年成長加速 股價相對有撐 - UDN；0729：緯穎下半年成長加速 股價相對有撐 - 經濟日報；0728：6669 緯穎- 派大星來留言直到緯穎上8000 - 股市爆料同學會 - CMoney；0728：熱門…
6672,騰輝電子-KY,"0723：個股：騰輝電子-KY(6672)Q3營運看俏，800G產品已出貨，並切入PTFE、M10領域 - 富聯網；0721：討論牆 | 盤中速報 - 騰輝電子-KY(6672)急跌-3.28%報220.0元，成交1,064張 - LINE TODAY；0716：6672 騰輝電子-KY - 權證…"
6683,雍智科技,0729：《半導體》注意股：雍智科技 近5日跌11.11% - 富聯網；0728：雍智科技(6683) 個股概覽 | 個股 - 股市 - CMoney；0723：產品組合優化雍智科技今年毛利率看增- 新聞 - MoneyDJ；0722：雍智科技6月每股賺2.65元，達Q1逾四成水準 - ttv.c…
6691,洋基工程,0727：6691 洋基工程- 包含台積電。 反一繼續操起來- 股市爆料同學會 - CMoney；0717：6691 洋基工程- 洋基挑價內外15% - 股市爆料同學會 - CMoney；0717：洋基工程 代重要子公司STAR KING CORP.公告決議盈餘分配案 - CMoney；0715：…
6693,廣閎科,0728：《半導體》廣閎科115年Q2財報董事會 8月5日召開 - 富聯網；0723：討論牆 | 盤中速報 - 廣閎科(6693)急跌-3.1%報172.0元，成交667張 - LINE TODAY；0722：討論牆 | 盤中速報 - 廣閎科(6693)大跌7.07%，報177.5元 - LINE…
6789,采鈺,0729：《半導體》采鈺115年Q2財報董事會 8月6日召開 - 富聯網；0727：6789 采鈺 - 出借六個月，利息不到七萬，好像不值得出借？ - 股市爆料同學會 - CMoney；0723：6789 采鈺 - 開高空看看 - 股市爆料同學會 - CMoney；0723：6789 采鈺 - 看…
6805,富世達,0727：【12:30 即時新聞】富世達(6805)股價小幅走強至1440元，受伺服器散熱題材與ETF買盤支撐＋中長期技術結構仍偏空下的反彈測試 - CMoney投資網誌；0727：富世達(6805) 個股概覽 | 個股 - 股市 - CMoney；0727：富世達(6805)股價溫和走強，市場在…
6862,三集瑞-KY,0725：6862 三集瑞-KY - 125 - 股市爆料同學會 - CMoney；0717：討論牆 | 盤後速報 - 三集瑞-KY(6862)次交易(7)日除息5元，參考價190.0元 - LINE TODAY；0715：討論牆 | 盤中速報 - 三集瑞-KY(6862)大跌7.25%，報160…
6940,格斯科技*,0719：格斯科技 6940 TT 與和大集團戰略收購 - CMoney；0714：6940 格斯科技* - 私募不是一句「沒錢就募」那麼簡單- 股市爆料同學會 - CMoney；0714：6940 格斯科技* - 回歸數字，不吹不黑，下半年見真章！ - 股市爆料同學會 - CMoney；0714…
7711,永擎,0727：7711 永擎 - ⭐️根據新聞報導：台灣新冠疫情持續升溫，本月7月6人死亡，2... - 股市爆料同學會 - CMoney；0727：7711 永擎- 便宜就買，不囉嗦- 股市爆料同學會 - CMoney；0725：7711 永擎- 永擎是個長期持有的好股票- 股市爆料同學會 - CM…
7717,萊德光電-KY,0725：討論牆 | 盤中速報 - 萊德光電-KY(7717)股價拉至漲停，漲停價471.0元，成交205張 - LINE TODAY；0718：萊德光電-KY 6月、Q2營收同創高，H2 主力客戶出貨放量營運續加溫 - MSN；0716：【07/16券商評等報告彙整】萊德光電-KY(7717) …
7728,光焱科技,0728：《其他電》光焱科技第二季財報 8月5日提報董事會 - 富聯網；0723：7728 光焱科技 - 😀 - 股市爆料同學會 - CMoney；0722：光焱科技矽光產品小量出貨、下半年營運看增- 新聞 - MoneyDJ；0720：光焱科技(7728) 個股概覽 | 個股 - 股市 - CM…
7734,印能科技,0728：討論牆 | 盤中速報 - 印能科技(7734)急拉4.64%報3385.0元，成交94張 - LINE TODAY；0727：討論牆 | 盤中速報 - 印能科技(7734)急跌-5.85%報3175.0元，成交62張 - LINE TODAY；0726：《半導體》注意股：印能科技 近5日…
7769,鴻勁,0729：《半導體》注意股：鴻勁 近5日跌11.54% - 富聯網；0729：台股噴血摔下4萬點！鴻勁跌停狂殺575元 一張帳面蒸發57.5萬 - FTNN 新聞；0728：目標價最高3665元！「半導體測試大廠」再獲法人力挺 貿聯、鴻勁營收翻倍改寫新高 - FTNN 新聞；0728：鴻勁(776…
7792,安葆,0729：盤中速報 - 安葆(7792)大跌7.39%，報188元 - 鉅亨網；0728：7792 安葆- 【07/29 產業即時新聞】電子中游-變壓器與UPS族群震盪偏多，高價股旭隼領漲吸引資金焦點- 股市爆料同學會 - CMoney；0717：盤中速報 - 安葆(7792)大跌9.71%，報2…
7828,創新服務,0729：討論牆 | 盤中速報 - 創新服務(7828)股價殺至跌停，跌停價1560.0元，成交265張 - LINE TODAY；0728：7828 創新服務- 論股市心理素質- 股市爆料同學會 - CMoney；0726：創新服務(7828) 個股概覽 | 個股 - 股市 - CMoney；0…
7856,漢測,"0728：《興櫃股》興櫃28日五霸王 漢測奪雙冠、長亨飆破5成「叫我第一名」 - 富聯網；0717：準上櫃：漢測(7856)配合初次上櫃擬辦理現增582.3萬股，暫定發行價2,250元 - 富聯網；0709：7856 漢測 - 6月營收 - 股市爆料同學會 - CMoney；0709：漢測營收／6…"
8021,尖點,0729：尖點今年EPS年增率將逾165% - 台灣好新聞；0728：8021 尖點- 有沒有狠狠的被股市賞了一巴掌？！夢該醒了～ - 股市爆料同學會 - CMoney；0727：【13:13 即時新聞】尖點(8021)股價走強收382元漲3.24%，AI伺服器鑽針供不應求＋營收獲利創高支撐高檔評…
8027,鈦昇,0728：《電機股》鈦昇115年Q2財報董事會 8月5日召開 - 富聯網；0723：討論牆 | 盤中速報 - 鈦昇(8027)大漲7.34%，報212元 - LINE TODAY；0722：【12:20 即時新聞】鈦昇(8027)股價上漲逾9%，玻璃基板封裝商機與AI先進封裝題材推升買盤，月營收連…
8028,昇陽半導體,0729：昇陽半導體(8028) 個股概覽 | 個股 - 股市 - CMoney；0727：【11:35 即時新聞】昇陽半導體(8028)股價小幅走強至308元，處置股買盤迴流＋高檔箱體支撐成盤面焦點 - CMoney投資網誌；0727：昇陽半導體(8028)守住300元，處置期間資金回流在等什麼…
8043,蜜望實,0729：《電零組》注意股：蜜望實 近5日跌6.36% - 富聯網；0729：蜜望實(8043) 個股概覽 | 個股 - 股市 - CMoney；0727：8043 蜜望實 - 靠背這是要往跌停方向走...78 - 股市爆料同學會 - CMoney；0727：【13:10 即時新聞】蜜望實(804…
8046,南電,0729：《台北股市》注意股：29日43檔聯發科.台達電.台光電.金像電.南電等- 上市櫃 - 旺得富理財網；0729：PCB血流成河！「這檔」摜第3根帶金像電、聯茂、台燿跌停 欣興、景碩、南電也亮綠燈 - FTNN 新聞；0728：8046 南電- 韓股暴跌!台股開盤下跌超過1400點 42K保…
8070,長華*,0720：長華*(8070) 個股概覽 | 個股 - 股市 - CMoney
8155,博智,0728：博智(8155) 個股概覽 | 個股 - 股市 - CMoney；0723：【10:42 即時新聞】博智(8155)股價走強至325元，高階伺服器與IPC成長題材帶動買盤迴流＋短線突破週線結構吸引資金回補 - CMoney投資網誌；0722：討論牆 | 盤中速報 - 博智(8155)急跌…
8289,泰藝,"0722：討論牆 | 盤中速報 - 泰藝(8289)急跌-3.17%報61.0元，成交1,544張 - LINE TODAY；0721：討論牆 | 盤中速報 - 泰藝(8289)大跌7.93%，報43.55元 - LINE TODAY；0717：討論牆 | 盤後速報 - 泰藝(8289)次交易(1…"
8299,群聯,0729：《半導體》注意股：群聯 近5日跌11.05% - 富聯網；0729：希捷盤後大漲6%，群聯 (8299) AI儲存題材還缺哪個數據？-周哲翰 - CMoney投資網誌；0729：美光、SanDisk暴跌引爆逃命潮！群聯跌停失守1500元 記憶體股血流成河 - FTNN 新聞；0729：記…
8358,金居,"0728：金居(8358) 個股概覽 | 個股 - 股市 - CMoney；0728：討論牆 | 盤中速報 - 金居(8358)急跌-3.04%報348.5元，成交2,554張 - LINE TODAY；0728：PCB綠到慘不忍睹！「載板三雄」吞兩顆綠燈、台燿、金居牽另5檔同殺跌停「最強妖股」卻…"
8996,高力,0727：高力燃料電池接單看逾1年，高雄/泰國同步擴產 - 台視全球資訊網；0726：討論牆 | 盤中速報 - 高力(8996)急拉3.27%報1105.0元，成交448張 - LINE TODAY；0726：討論牆 | 盤中速報 - 高力(8996)大跌7.07%，報1315元 - LINE T…
